#Anno_Riferimento,Tipologia_Amministrazione,Regione_PA,Regione_Fornitore,Convenzione,Lotto,Valore_economico_consumi,Numero_Ordini,N_PA,N_PO
"2018","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","LAZIO","SARDEGNA","CARBURANTI EXTRARETE 9 E GASOLIO DA RISCALDAMENTO 9","GASOLIO DA RISCALDAMENTO IN EXTRARETE - SARDEGNA","13148,03","5","2","2"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","CAMPANIA","LAZIO","ENERGIA ELETTRICA 15","CAMPANIA","419072,69","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","PIEMONTE","LAZIO","CARBURANTI EXTRARETE 10 E GASOLIO DA RISCALDAMENTO 10","GASOLIO DA RISCALDAMENTO; GASOLIO DA RISCALDAMENTO ?ARTICO? - VALLE D'AOSTA, PIEMONTE, LIGURIA","7987,52","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","SARDEGNA","LAZIO","ENERGIA ELETTRICA 14","LOTTO 10 - SARDEGNA","211223,74","2","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","SARDEGNA","LAZIO","ENERGIA ELETTRICA 15","SARDEGNA, LIGURIA","88275,22","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","BASILICATA","LAZIO","ENERGIA ELETTRICA 14","LOTTO 7 - CAMPANIA, BASILICATA","38737","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","TRENTINO ALTO ADIGE","LAZIO","ENERGIA ELETTRICA 15","TRENTINO ALTO ADIGE, FRIULI VENEZIA GIULIA","43338,3","2","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","TRENTINO ALTO ADIGE","VENETO","CARBURANTI EXTRARETE 9 E GASOLIO DA RISCALDAMENTO 9","GASOLIO DA RISCALDAMENTO IN EXTRARETE - TRENTINO ALTO ADIGE, FRIULI VENEZIA GIULIA, VENETO","3028,8","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","TRENTINO ALTO ADIGE","VENETO","CARBURANTI EXTRARETE 10 E GASOLIO DA RISCALDAMENTO 10","GASOLIO DA RISCALDAMENTO; GASOLIO DA RISCALDAMENTO ?ARTICO?	- FRIULI VENEZIA GIULIA, TRENTINO ALTO ADIGE, VENETO","2032,82","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LAZIO","LIGURIA","ENERGIA ELETTRICA 13","LOMBARDIA, LIGURIA","167,14","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LAZIO","LIGURIA","ENERGIA ELETTRICA 14","LOTTO 2 - LOMBARDIA, LIGURIA","641551","2","2","2"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LAZIO","LIGURIA","ENERGIA ELETTRICA 14","LOTTO 3 - TRENTINO ALTO ADIGE, EMILIA ROMAGNA","628203,79","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LAZIO","LIGURIA","ENERGIA ELETTRICA 15","EMILIA ROMAGNA","114227,42","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LAZIO","LIGURIA","ENERGIA ELETTRICA 15","VALLE D?AOSTA, PIEMONTE","100211,57","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LAZIO","LIGURIA","ENERGIA ELETTRICA 15","PROVINCIA DI MILANO E PROVINCIA DI LODI","6164,32","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LAZIO","LIGURIA","ENERGIA ELETTRICA 15","LOMBARDIA ESCLUSE LA PROVINCIA DI MILANO E LA PROVINCIA DI LODI","63382,25","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","PIEMONTE","LIGURIA","ENERGIA ELETTRICA 15","VALLE D?AOSTA, PIEMONTE","1739,46","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LOMBARDIA","LIGURIA","ENERGIA ELETTRICA 14","LOTTO 2 - LOMBARDIA, LIGURIA","1453,07","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LOMBARDIA","LIGURIA","ENERGIA ELETTRICA 15","PROVINCIA DI MILANO E PROVINCIA DI LODI","36608,05","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LOMBARDIA","LIGURIA","ENERGIA ELETTRICA 15","LOMBARDIA ESCLUSE LA PROVINCIA DI MILANO E LA PROVINCIA DI LODI","48965,68","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","VALLE D'AOSTA","LIGURIA","ENERGIA ELETTRICA 15","VALLE D?AOSTA, PIEMONTE","1232,95","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","EMILIA ROMAGNA","LIGURIA","ENERGIA ELETTRICA 14","LOTTO 3 - TRENTINO ALTO ADIGE, EMILIA ROMAGNA","222766,3","2","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","EMILIA ROMAGNA","LIGURIA","ENERGIA ELETTRICA 15","EMILIA ROMAGNA","98297,35","2","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","TRENTINO ALTO ADIGE","LIGURIA","ENERGIA ELETTRICA 13","TRENTINO ALTO ADIGE, EMILIA ROMAGNA","83,57","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","TRENTINO ALTO ADIGE","LIGURIA","ENERGIA ELETTRICA 14","LOTTO 3 - TRENTINO ALTO ADIGE, EMILIA ROMAGNA","18218,35","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LAZIO","TOSCANA","GAS NATURALE 9","CALABRIA, SICILIA","15420,34","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LAZIO","TOSCANA","GAS NATURALE 9","LAZIO, ABRUZZO, MOLISE","803110,42","11","9","10"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LAZIO","TOSCANA","GAS NATURALE 9","TOSCANA, UMBRIA, MARCHE","93795,04","2","2","2"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LAZIO","TOSCANA","GAS NATURALE 9","CAMPANIA, PUGLIA, BASILICATA","72635,43","2","2","2"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LAZIO","TOSCANA","GAS NATURALE 10","TOSCANA, UMBRIA, MARCHE","32977,41","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LAZIO","TOSCANA","GAS NATURALE 10","LAZIO, ABRUZZO, MOLISE 	","324398,9","13","10","11"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LAZIO","TOSCANA","GAS NATURALE 10","CAMPANIA, PUGLIA, BASILICATA","17392,86","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LAZIO","TOSCANA","GAS NATURALE 10","VALLE D?AOSTA, PIEMONTE, LIGURIA","24112,14","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","MARCHE","TOSCANA","GAS NATURALE 9","TOSCANA, UMBRIA, MARCHE","65699,7","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","MARCHE","TOSCANA","GAS NATURALE 10","TOSCANA, UMBRIA, MARCHE","125,9","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","MOLISE","TOSCANA","GAS NATURALE 9","LAZIO, ABRUZZO, MOLISE","20798,85","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","MOLISE","TOSCANA","GAS NATURALE 10","LAZIO, ABRUZZO, MOLISE 	","7582,56","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","PUGLIA","TOSCANA","GAS NATURALE 9","CAMPANIA, PUGLIA, BASILICATA","40823,75","2","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","PUGLIA","TOSCANA","GAS NATURALE 10","CAMPANIA, PUGLIA, BASILICATA","8529,82","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","UMBRIA","TOSCANA","GAS NATURALE 9","TOSCANA, UMBRIA, MARCHE","34242,04","2","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","UMBRIA","TOSCANA","GAS NATURALE 10","TOSCANA, UMBRIA, MARCHE","2216,37","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","ABRUZZO","TOSCANA","GAS NATURALE 10","LAZIO, ABRUZZO, MOLISE 	","20168,74","2","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","SICILIA","TOSCANA","GAS NATURALE 9","CALABRIA, SICILIA","59897,2","3","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","TOSCANA","TOSCANA","GAS NATURALE 9","TOSCANA, UMBRIA, MARCHE","281177,14","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","TOSCANA","TOSCANA","GAS NATURALE 10","TOSCANA, UMBRIA, MARCHE","83509,08","2","2","2"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","CAMPANIA","TOSCANA","GAS NATURALE 10","CAMPANIA, PUGLIA, BASILICATA","1587,37","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","PIEMONTE","TOSCANA","GAS NATURALE 10","VALLE D?AOSTA, PIEMONTE, LIGURIA","66851,68","2","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","BASILICATA","TOSCANA","GAS NATURALE 9","CAMPANIA, PUGLIA, BASILICATA","18976,95","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","BASILICATA","TOSCANA","GAS NATURALE 10","CAMPANIA, PUGLIA, BASILICATA","5430,28","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","VALLE D'AOSTA","TOSCANA","GAS NATURALE 10","VALLE D?AOSTA, PIEMONTE, LIGURIA","1742,61","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LAZIO","PIEMONTE","GAS NATURALE 9","VALLE D?AOSTA, PIEMONTE, LIGURIA","145501,24","3","3","3"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LAZIO","PIEMONTE","GAS NATURALE 10","CALABRIA, SICILIA","5779,83","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LAZIO","PIEMONTE","ENERGIA ELETTRICA 15","SICILIA","111620,7","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LAZIO","PIEMONTE","ENERGIA ELETTRICA 15","CALABRIA","76402,47","1","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LAZIO","PIEMONTE","ENERGIA ELETTRICA 15","PUGLIA, BASILICATA","115666,93","1","1","1"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","SARDEGNA","SARDEGNA","CARBURANTI EXTRARETE 10 E GASOLIO DA RISCALDAMENTO 10","GASOLIO DA RISCALDAMENTO; [SE OFFERTO - GASOLIO DA RISCALDAMENTO ?ARTICO?] - SARDEGNA","59653,11","16","8","10"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","SARDEGNA","SARDEGNA","CARBURANTI EXTRARETE 10 E GASOLIO DA RISCALDAMENTO 10","BENZINA SUPER SENZA PIOMBO; GASOLIO AUTOTRAZIONE; [SE OFFERTO - GASOLIO AUTOTRAZIONE ?ARTICO?]	- SARDEGNA","641939,7","46","5","5"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","LAZIO","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","1558740,11","23","21","22"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","LAZIO","LOMBARDIA","CARBURANTI EXTRARETE 9 E GASOLIO DA RISCALDAMENTO 9","CARBURANTI PER AUTOTRAZIONE IN EXTRARETE - LAZIO, ABRUZZO, MOLISE","4263646,92","183","7","7"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","MARCHE","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","81213,07","14","14","14"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","MOLISE","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","2828,3","3","3","3"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","MOLISE","LOMBARDIA","CARBURANTI EXTRARETE 9 E GASOLIO DA RISCALDAMENTO 9","CARBURANTI PER AUTOTRAZIONE IN EXTRARETE - LAZIO, ABRUZZO, MOLISE","60046,3","8","1","1"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","PUGLIA","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","222137,69","13","12","12"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","UMBRIA","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","43428,19","9","9","9"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","VENETO","LOMBARDIA","GAS NATURALE 9","EMILIA ROMAGNA, VENETO, FRIULI VENEZIA GIULIA","962504,32","22","16","16"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","VENETO","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","236456,22","35","22","22"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","ABRUZZO","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","12006,3","4","3","3"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","ABRUZZO","LOMBARDIA","ENERGIA ELETTRICA 15","ABRUZZO, MOLISE","1260670,82","6","6","6"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","ABRUZZO","LOMBARDIA","CARBURANTI EXTRARETE 9 E GASOLIO DA RISCALDAMENTO 9","CARBURANTI PER AUTOTRAZIONE IN EXTRARETE - LAZIO, ABRUZZO, MOLISE","669988,57","38","3","3"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","LIGURIA","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","84859,16","15","13","13"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","LIGURIA","LOMBARDIA","CARBURANTI EXTRARETE 9 E GASOLIO DA RISCALDAMENTO 9","GASOLIO DA RISCALDAMENTO IN EXTRARETE - VALLE D'AOSTA, PIEMONTE, LIGURIA, LOMBARDIA","113778,64","2","2","2"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","LIGURIA","LOMBARDIA","CARBURANTI EXTRARETE 9 E GASOLIO DA RISCALDAMENTO 9","CARBURANTI PER AUTOTRAZIONE IN EXTRARETE - VALLE D'AOSTA, PIEMONTE, LIGURIA, LOMBARDIA","2956174,43","28","6","7"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","LIGURIA","LOMBARDIA","CARBURANTI EXTRARETE 10 E GASOLIO DA RISCALDAMENTO 10","BENZINA SUPER SENZA PIOMBO; GASOLIO AUTOTRAZIONE; GASOLIO AUTOTRAZIONE ?ARTICO? - VALLE D'AOSTA, PIEMONTE, LIGURIA","5726933,88","71","6","6"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","SICILIA","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","187044,11","22","20","22"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","TOSCANA","LOMBARDIA","GAS NATURALE 9","EMILIA ROMAGNA, VENETO, FRIULI VENEZIA GIULIA","5045,86","2","1","2"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","TOSCANA","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","197047,57","36","35","35"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","CALABRIA","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","19752,31","8","6","6"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","CAMPANIA","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","417028,64","21","20","21"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","PIEMONTE","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","79638,91","33","32","33"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","PIEMONTE","LOMBARDIA","CARBURANTI EXTRARETE 9 E GASOLIO DA RISCALDAMENTO 9","GASOLIO DA RISCALDAMENTO IN EXTRARETE - VALLE D'AOSTA, PIEMONTE, LIGURIA, LOMBARDIA","66355,82","10","4","4"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","PIEMONTE","LOMBARDIA","CARBURANTI EXTRARETE 9 E GASOLIO DA RISCALDAMENTO 9","CARBURANTI PER AUTOTRAZIONE IN EXTRARETE - VALLE D'AOSTA, PIEMONTE, LIGURIA, LOMBARDIA","1251823,4","79","11","11"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","PIEMONTE","LOMBARDIA","CARBURANTI EXTRARETE 10 E GASOLIO DA RISCALDAMENTO 10","BENZINA SUPER SENZA PIOMBO; GASOLIO AUTOTRAZIONE; GASOLIO AUTOTRAZIONE ?ARTICO? - VALLE D'AOSTA, PIEMONTE, LIGURIA","2342242,89","119","11","12"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","SARDEGNA","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","145489,61","19","18","18"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","LOMBARDIA","LOMBARDIA","GAS NATURALE 9","LOMBARDIA, TRENTINO ALTO ADIGE","6294545,37","25","19","19"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","LOMBARDIA","LOMBARDIA","GAS NATURALE 9","EMILIA ROMAGNA, VENETO, FRIULI VENEZIA GIULIA","1610,78","1","1","1"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","LOMBARDIA","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","373515,67","42","39","41"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","LOMBARDIA","LOMBARDIA","CARBURANTI EXTRARETE 9 E GASOLIO DA RISCALDAMENTO 9","GASOLIO DA RISCALDAMENTO IN EXTRARETE - VALLE D'AOSTA, PIEMONTE, LIGURIA, LOMBARDIA","542217,85","108","10","12"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","LOMBARDIA","LOMBARDIA","CARBURANTI EXTRARETE 9 E GASOLIO DA RISCALDAMENTO 9","CARBURANTI PER AUTOTRAZIONE IN EXTRARETE - VALLE D'AOSTA, PIEMONTE, LIGURIA, LOMBARDIA","527572,61","43","11","12"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","BASILICATA","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","31359,6","6","5","5"
"2018","AZIENDE ED ENTI TERRITORIALI DI SERVIZI PUBBLICI","VALLE D'AOSTA","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","8107,83","5","5","5"
"2018","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","LAZIO","SARDEGNA","CARBURANTI EXTRARETE 10 E GASOLIO DA RISCALDAMENTO 10","GASOLIO DA RISCALDAMENTO; [SE OFFERTO - GASOLIO DA RISCALDAMENTO ?ARTICO?] - SARDEGNA","-3220,06","2","1","1"
"2018","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","LAZIO","SARDEGNA","CARBURANTI EXTRARETE 10 E GASOLIO DA RISCALDAMENTO 10","BENZINA SUPER SENZA PIOMBO; GASOLIO AUTOTRAZIONE; [SE OFFERTO - GASOLIO AUTOTRAZIONE ?ARTICO?]	- SARDEGNA","10916,85","3","2","3"
"2018","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","LAZIO","LOMBARDIA","GAS NATURALE 9","LOMBARDIA, TRENTINO ALTO ADIGE","215058,92","4","3","3"
"2018","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","LAZIO","LOMBARDIA","GAS NATURALE 9","EMILIA ROMAGNA, VENETO, FRIULI VENEZIA GIULIA","202797,96","6","5","5"
"2018","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","LAZIO","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","1862720,55","23","21","21"
"2018","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","LAZIO","LOMBARDIA","ENERGIA ELETTRICA 15","ABRUZZO, MOLISE","1646577,23","5","5","5"
"2018","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","LAZIO","LOMBARDIA","CARBURANTI EXTRARETE 9 E GASOLIO DA RISCALDAMENTO 9","CARBURANTI PER AUTOTRAZIONE IN EXTRARETE - LAZIO, ABRUZZO, MOLISE","22763,16","7","2","2"
"2018","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","LAZIO","LOMBARDIA","CARBURANTI EXTRARETE 9 E GASOLIO DA RISCALDAMENTO 9","GASOLIO DA RISCALDAMENTO IN EXTRARETE - VALLE D'AOSTA, PIEMONTE, LIGURIA, LOMBARDIA","390371,21","14","3","3"
"2018","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","LAZIO","LOMBARDIA","CARBURANTI EXTRARETE 9 E GASOLIO DA RISCALDAMENTO 9","CARBURANTI PER AUTOTRAZIONE IN EXTRARETE - VALLE D'AOSTA, PIEMONTE, LIGURIA, LOMBARDIA","11681,57","2","2","2"
"2018","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","LAZIO","LOMBARDIA","CARBURANTI EXTRARETE 10 E GASOLIO DA RISCALDAMENTO 10","BENZINA SUPER SENZA PIOMBO; GASOLIO AUTOTRAZIONE; GASOLIO AUTOTRAZIONE ?ARTICO? - VALLE D'AOSTA, PIEMONTE, LIGURIA","19152,26","7","3","3"
"2018","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","PUGLIA","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","3717,32","1","1","1"
"2018","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","CAMPANIA","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","27043,13","1","1","1"
"2018","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","BASILICATA","LOMBARDIA","TELEFONIA MOBILE 6","PRESTAZIONE DEI SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","630,11","1","1","1"
"2018","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","LAZIO","EMILIA ROMAGNA","GAS NATURALE 10","LOMBARDIA, TRENTINO ALTO ADIGE","136009,34","3","3","3"
"2018","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","LAZIO","EMILIA ROMAGNA","GAS NATURALE 10","EMILIA ROMAGNA, VENETO, FRIULI VENEZIA GIULIA ","108236,01","4","4","4"
"2018","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","LAZIO","EMILIA ROMAGNA","CARBURANTI EXTRARETE 9 E GASOLIO DA RISCALDAMENTO 9","GASOLIO DA RISCALDAMENTO IN EXTRARETE - LAZIO, ABRUZZO, MOLISE","31525,81","6","1","1"
"2018","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","LAZIO","EMILIA ROMAGNA","CARBURANTI EXTRARETE 9 E GASOLIO DA RISCALDAMENTO 9","GASOLIO DA RISCALDAMENTO IN EXTRARETE - CAMPANIA, PUGLIA, BASILICATA","27595,64","6","3","4"
"2018","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","LAZIO","EMILIA ROMAGNA","CARBURANTI EXTRARETE 10 E GASOLIO DA RISCALDAMENTO 10","GASOLIO DA RISCALDAMENTO; GASOLIO DA RISCALDAMENTO ?ARTICO?- LAZIO, ABRUZZO","8974,33","2","1","1"
"2018","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","LAZIO","EMILIA ROMAGNA","CARBURANTI EXTRARETE 10 E GASOLIO DA RISCALDAMENTO 10","GASOLIO DA RISCALDAMENTO; GASOLIO DA RISCALDAMENTO ?ARTICO? - MARCHE, TOSCANA, UMBRIA","18113,1","2","2","2"
"2018","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","LAZIO","EMILIA ROMAGNA","CARBURANTI EXTRARETE 10 E GASOLIO DA RISCALDAMENTO 10","GASOLIO DA RISCALDAMENTO; [SE OFFERTO - GASOLIO DA RISCALDAMENTO ?ARTICO?] - CAMPANIA, BASILICATA, CALABRIA ","4951,2","2","1","1"
"2018","S.P.A. DELLO STATO E SOCIETA' PARTECIPATE STATALI","CALABRIA","EMILIA ROMAGNA","CARBURANTI EXTRARETE 10 E GASOLIO DA RISCALDAMENTO 10","GASOLIO DA RISCALDAMENTO; [SE OFFERTO - GASOLIO DA RISCALDAMENTO ?ARTICO?] - CAMPANIA, BASILICATA, CALABRIA ","8416,3","4","1","1"
