#Denominazione_Iniziativa,Denominazione_Lotto,Identificativo_Lotto,Tipo_Strumento,Prodotto,Codice_CPV,Descrizione_CPV,Tipo_Prodotto,Categoria_Merceologica,Descrizione_Dettaglio,Principale_Accessorio,Articolo_Disponibile_Mese_Corrente,Articolo_Disponibile_Anno_Solare
"ACQUISTO AUTOVEICOLI 9","VAN DERIVATE DA VETTURE, MINIFURGONI, VEICOLI MULTIFUNZIONE TRASPORTO PERSONE E/O MERCI","6899770E50","Convenzione","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Servizio","Veicoli, mobilità e trasporti","Tasse di immatricolazione per uso speciale Polizia Locale (IVA esente)","Secondario","S","S"
"ACQUISTO AUTOVEICOLI 9","VAN DERIVATE DA VETTURE, MINIFURGONI, VEICOLI MULTIFUNZIONE TRASPORTO PERSONE E/O MERCI","6899770E50","Convenzione","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Servizio","Veicoli, mobilità e trasporti","Tasse di immatricolazione per uso speciale altri usi (IVA esente)","Secondario","S","S"
"ACQUISTO AUTOVEICOLI BLINDATI 2","BERLINA TRE VOLUMI","684434542B","Convenzione","AUTOVEICOLI IN ACQUISTO E NOLEGGIO SENZA CONDUCENTE","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Bene","Veicoli, mobilità e trasporti","Autovetture protette","Primario","S","S"
"ACQUISTO AUTOVEICOLI BLINDATI 2","BERLINA TRE VOLUMI","684434542B","Convenzione","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Bene","Veicoli, mobilità e trasporti","Allestimenti speciali","Secondario","S","S"
"ACQUISTO AUTOVEICOLI BLINDATI 2","BERLINA TRE VOLUMI","684434542B","Convenzione","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Bene","Veicoli, mobilità e trasporti","Optional tecnici","Secondario","S","S"
"ACQUISTO AUTOVEICOLI BLINDATI 2","BERLINA TRE VOLUMI","684434542B","Convenzione","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Bene","Veicoli, mobilità e trasporti","Scrocco porte laterali","Secondario","S","S"
"ACQUISTO AUTOVEICOLI BLINDATI 2","BERLINA TRE VOLUMI","684434542B","Convenzione","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Servizio","Veicoli, mobilità e trasporti","Clausola di Codificazione NATO","Secondario","S","S"
"ACQUISTO AUTOVEICOLI BLINDATI 2","BERLINA TRE VOLUMI","684434542B","Convenzione","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Servizio","Veicoli, mobilità e trasporti","Contributo per la gestione degli pneumatici fuori uso","Secondario","S","S"
"ACQUISTO AUTOVEICOLI BLINDATI 2","BERLINA TRE VOLUMI","684434542B","Convenzione","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Servizio","Veicoli, mobilità e trasporti","IPT (IVA esente)","Secondario","S","S"
"ACQUISTO AUTOVEICOLI BLINDATI 2","BERLINA TRE VOLUMI","684434542B","Convenzione","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Servizio","Veicoli, mobilità e trasporti","Tasse di immatricolazione","Secondario","S","S"
"ACQUISTO AUTOVEICOLI BLINDATI 2","VEICOLO FUORISTRADA","68443529F0","Convenzione","AUTOVEICOLI IN ACQUISTO E NOLEGGIO SENZA CONDUCENTE","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Bene","Veicoli, mobilità e trasporti","Autovetture protette","Primario","S","S"
"ACQUISTO AUTOVEICOLI BLINDATI 2","VEICOLO FUORISTRADA","68443529F0","Convenzione","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Bene","Veicoli, mobilità e trasporti","Allestimenti speciali","Secondario","S","S"
"ACQUISTO AUTOVEICOLI BLINDATI 2","VEICOLO FUORISTRADA","68443529F0","Convenzione","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Bene","Veicoli, mobilità e trasporti","Allestimento in colori di istituto - TIPO 1","Secondario","S","S"
"ACQUISTO AUTOVEICOLI BLINDATI 2","VEICOLO FUORISTRADA","68443529F0","Convenzione","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Bene","Veicoli, mobilità e trasporti","Allestimento in colori di istituto - TIPO 2","Secondario","S","S"
"ACQUISTO AUTOVEICOLI BLINDATI 2","VEICOLO FUORISTRADA","68443529F0","Convenzione","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Bene","Veicoli, mobilità e trasporti","Barra luminosa a profilo ultrapiatto","Secondario","S","S"
"ACQUISTO AUTOVEICOLI BLINDATI 2","VEICOLO FUORISTRADA","68443529F0","Convenzione","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Bene","Veicoli, mobilità e trasporti","Barra luminosa con pannello a messaggi variabili NON abbattibile","Secondario","S","S"
"ACQUISTO AUTOVEICOLI BLINDATI 2","VEICOLO FUORISTRADA","68443529F0","Convenzione","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Bene","Veicoli, mobilità e trasporti","Barra luminosa con pannello a messaggi variabili abbattibile","Secondario","S","S"
"ACQUISTO AUTOVEICOLI BLINDATI 2","VEICOLO FUORISTRADA","68443529F0","Convenzione","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Bene","Veicoli, mobilità e trasporti","Cristalli vano bagagli con caratteristiche antisfondamento","Secondario","S","S"
"ACQUISTO AUTOVEICOLI BLINDATI 2","VEICOLO FUORISTRADA","68443529F0","Convenzione","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Bene","Veicoli, mobilità e trasporti","Dispositivi supplementari di segnalazione luminosa","Secondario","S","S"
"ACQUISTO AUTOVEICOLI BLINDATI 2","VEICOLO FUORISTRADA","68443529F0","Convenzione","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Bene","Veicoli, mobilità e trasporti","Optional tecnici","Secondario","S","S"
"ACQUISTO AUTOVEICOLI BLINDATI 2","VEICOLO FUORISTRADA","68443529F0","Convenzione","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Bene","Veicoli, mobilità e trasporti","Scrocco porte laterali","Secondario","S","S"
"ACQUISTO AUTOVEICOLI BLINDATI 2","VEICOLO FUORISTRADA","68443529F0","Convenzione","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Servizio","Veicoli, mobilità e trasporti","Clausola di Codificazione NATO","Secondario","S","S"
"ACQUISTO AUTOVEICOLI BLINDATI 2","VEICOLO FUORISTRADA","68443529F0","Convenzione","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Servizio","Veicoli, mobilità e trasporti","Contributo per la gestione degli pneumatici fuori uso","Secondario","S","S"
"ACQUISTO AUTOVEICOLI BLINDATI 2","VEICOLO FUORISTRADA","68443529F0","Convenzione","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Servizio","Veicoli, mobilità e trasporti","IPT (IVA esente)","Secondario","S","S"
"ACQUISTO AUTOVEICOLI BLINDATI 2","VEICOLO FUORISTRADA","68443529F0","Convenzione","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Servizio","Veicoli, mobilità e trasporti","Tasse di immatricolazione","Secondario","S","S"
"ACQUISTO AUTOVEICOLI PER LA TUTELA DEL TERRITORIO 1","AUTOVETTURE PER LA TUTELA DEL TERRITORIO","6048842E50","Convenzione","AUTOVEICOLI IN ACQUISTO E NOLEGGIO SENZA CONDUCENTE","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Bene","Veicoli, mobilità e trasporti","Autovetture per la tutela del territorio","Primario","N","S"
"ACQUISTO AUTOVEICOLI PER LA TUTELA DEL TERRITORIO 1","AUTOVETTURE PER LA TUTELA DEL TERRITORIO","6048842E50","Convenzione","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Bene","Veicoli, mobilità e trasporti","Optional tecnici","Secondario","N","S"
"ACQUISTO AUTOVEICOLI PER LA TUTELA DEL TERRITORIO 1","AUTOVETTURE PER LA TUTELA DEL TERRITORIO","6048842E50","Convenzione","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Bene","Veicoli, mobilità e trasporti","Opzioni di prodotto","Secondario","N","S"
"ACQUISTO AUTOVEICOLI PER LA TUTELA DEL TERRITORIO 1","AUTOVETTURE PER LA TUTELA DEL TERRITORIO","6048842E50","Convenzione","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Servizio","Veicoli, mobilità e trasporti","Contributo per la gestione degli pneumatici fuori uso","Secondario","N","S"
"ACQUISTO AUTOVEICOLI PER LA TUTELA DEL TERRITORIO 1","AUTOVETTURE PER LA TUTELA DEL TERRITORIO","6048842E50","Convenzione","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Servizio","Veicoli, mobilità e trasporti","Servizi di assistenza","Secondario","N","S"
"ACQUISTO AUTOVEICOLI PER LA TUTELA DEL TERRITORIO 1","AUTOVETTURE PER LA TUTELA DEL TERRITORIO","6048842E50","Convenzione","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Servizio","Veicoli, mobilità e trasporti","Tasse di immatricolazione","Secondario","N","S"
"ACQUISTO AUTOVEICOLI PER LA TUTELA DEL TERRITORIO 2","BERLINE MEDIE","6910919EC2","Convenzione","AUTOVEICOLI IN ACQUISTO E NOLEGGIO SENZA CONDUCENTE","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Bene","Veicoli, mobilità e trasporti","Autovetture per la tutela del territorio","Primario","N","N"
"ACQUISTO AUTOVEICOLI PER LA TUTELA DEL TERRITORIO 2","BERLINE MEDIE","6910919EC2","Convenzione","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Bene","Veicoli, mobilità e trasporti","Allestimenti speciali","Secondario","N","N"
"ACQUISTO AUTOVEICOLI PER LA TUTELA DEL TERRITORIO 2","BERLINE MEDIE","6910919EC2","Convenzione","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Bene","Veicoli, mobilità e trasporti","Optional tecnici","Secondario","N","N"
"ACQUISTO AUTOVEICOLI PER LA TUTELA DEL TERRITORIO 2","BERLINE MEDIE","6910919EC2","Convenzione","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Bene","Veicoli, mobilità e trasporti","Opzioni di prodotto","Secondario","N","N"
"ACQUISTO AUTOVEICOLI PER LA TUTELA DEL TERRITORIO 2","BERLINE MEDIE","6910919EC2","Convenzione","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Servizio","Veicoli, mobilità e trasporti","Contributo per la gestione degli pneumatici fuori uso","Secondario","N","N"
"ACQUISTO AUTOVEICOLI PER LA TUTELA DEL TERRITORIO 2","BERLINE MEDIE","6910919EC2","Convenzione","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Servizio","Veicoli, mobilità e trasporti","Servizi di assistenza","Secondario","N","N"
"ACQUISTO AUTOVEICOLI PER LA TUTELA DEL TERRITORIO 2","BERLINE MEDIE","6910919EC2","Convenzione","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Servizio","Veicoli, mobilità e trasporti","Tasse di immatricolazione","Secondario","N","N"
"ACQUISTO AUTOVEICOLI PER LA TUTELA DEL TERRITORIO 2","BERLINE PICCOLE","691089287C","Convenzione","AUTOVEICOLI IN ACQUISTO E NOLEGGIO SENZA CONDUCENTE","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Bene","Veicoli, mobilità e trasporti","Autovetture per la tutela del territorio","Primario","S","S"
"ACQUISTO AUTOVEICOLI PER LA TUTELA DEL TERRITORIO 2","BERLINE PICCOLE","691089287C","Convenzione","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Bene","Veicoli, mobilità e trasporti","Allestimenti speciali","Secondario","S","S"
"ACQUISTO AUTOVEICOLI PER LA TUTELA DEL TERRITORIO 2","BERLINE PICCOLE","691089287C","Convenzione","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Bene","Veicoli, mobilità e trasporti","Optional tecnici","Secondario","S","S"
"ACQUISTO AUTOVEICOLI PER LA TUTELA DEL TERRITORIO 2","BERLINE PICCOLE","691089287C","Convenzione","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Bene","Veicoli, mobilità e trasporti","Opzioni di prodotto","Secondario","S","S"
"ACQUISTO AUTOVEICOLI PER LA TUTELA DEL TERRITORIO 2","BERLINE PICCOLE","691089287C","Convenzione","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Servizio","Veicoli, mobilità e trasporti","Contributo per la gestione degli pneumatici fuori uso","Secondario","S","S"
"ACQUISTO AUTOVEICOLI PER LA TUTELA DEL TERRITORIO 2","BERLINE PICCOLE","691089287C","Convenzione","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Servizio","Veicoli, mobilità e trasporti","Servizi di assistenza","Secondario","S","S"
"ACQUISTO AUTOVEICOLI PER LA TUTELA DEL TERRITORIO 2","BERLINE PICCOLE","691089287C","Convenzione","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Servizio","Veicoli, mobilità e trasporti","Tasse di immatricolazione","Secondario","S","S"
"ACQUISTO AUTOVEICOLI PER LA TUTELA DEL TERRITORIO 2","FUORISTRADA","6910929705","Convenzione","AUTOVEICOLI IN ACQUISTO E NOLEGGIO SENZA CONDUCENTE","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Bene","Veicoli, mobilità e trasporti","Autovetture per la tutela del territorio","Primario","S","S"
"ACQUISTO AUTOVEICOLI PER LA TUTELA DEL TERRITORIO 2","FUORISTRADA","6910929705","Convenzione","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Bene","Veicoli, mobilità e trasporti","Allestimenti speciali","Secondario","S","S"
"ACQUISTO AUTOVEICOLI PER LA TUTELA DEL TERRITORIO 2","FUORISTRADA","6910929705","Convenzione","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Bene","Veicoli, mobilità e trasporti","Optional tecnici","Secondario","S","S"
"ACQUISTO AUTOVEICOLI PER LA TUTELA DEL TERRITORIO 2","FUORISTRADA","6910929705","Convenzione","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Bene","Veicoli, mobilità e trasporti","Opzioni di prodotto","Secondario","S","S"
"ACQUISTO AUTOVEICOLI PER LA TUTELA DEL TERRITORIO 2","FUORISTRADA","6910929705","Convenzione","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Servizio","Veicoli, mobilità e trasporti","Contributo per la gestione degli pneumatici fuori uso","Secondario","S","S"
"ACQUISTO AUTOVEICOLI PER LA TUTELA DEL TERRITORIO 2","FUORISTRADA","6910929705","Convenzione","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Servizio","Veicoli, mobilità e trasporti","Servizi di assistenza","Secondario","S","S"
"ACQUISTO AUTOVEICOLI PER LA TUTELA DEL TERRITORIO 2","FUORISTRADA","6910929705","Convenzione","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Servizio","Veicoli, mobilità e trasporti","Tasse di immatricolazione","Secondario","S","S"
"ACQUISTO AUTOVEICOLI PER LA TUTELA DEL TERRITORIO 2","VEICOLI PER ORDINE PUBBLICO","6910939F43","Convenzione","AUTOVEICOLI IN ACQUISTO E NOLEGGIO SENZA CONDUCENTE","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Bene","Veicoli, mobilità e trasporti","Autovetture per la tutela del territorio","Primario","N","N"
"ACQUISTO AUTOVEICOLI PER LA TUTELA DEL TERRITORIO 2","VEICOLI PER ORDINE PUBBLICO","6910939F43","Convenzione","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Bene","Veicoli, mobilità e trasporti","Allestimenti speciali","Secondario","N","N"
"ACQUISTO AUTOVEICOLI PER LA TUTELA DEL TERRITORIO 2","VEICOLI PER ORDINE PUBBLICO","6910939F43","Convenzione","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Bene","Veicoli, mobilità e trasporti","Optional tecnici","Secondario","N","N"
"ACQUISTO AUTOVEICOLI PER LA TUTELA DEL TERRITORIO 2","VEICOLI PER ORDINE PUBBLICO","6910939F43","Convenzione","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Bene","Veicoli, mobilità e trasporti","Opzioni di prodotto","Secondario","N","N"
"ACQUISTO AUTOVEICOLI PER LA TUTELA DEL TERRITORIO 2","VEICOLI PER ORDINE PUBBLICO","6910939F43","Convenzione","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Servizio","Veicoli, mobilità e trasporti","Contributo per la gestione degli pneumatici fuori uso","Secondario","N","N"
"ACQUISTO AUTOVEICOLI PER LA TUTELA DEL TERRITORIO 2","VEICOLI PER ORDINE PUBBLICO","6910939F43","Convenzione","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Servizio","Veicoli, mobilità e trasporti","Servizi di assistenza","Secondario","N","N"
"ACQUISTO AUTOVEICOLI PER LA TUTELA DEL TERRITORIO 2","VEICOLI PER ORDINE PUBBLICO","6910939F43","Convenzione","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","Servizio","Veicoli, mobilità e trasporti","Tasse di immatricolazione","Secondario","N","N"
"AGHI E SIRINGHE 1 ","AGHI A FARFALLA CON DISPOSITIVO DI SICUREZZA","6655140B41","Convenzione","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi a farfalla con dispositivo di sicurezza - Approvvigionamento","Primario","S","S"
"AGHI E SIRINGHE 1 ","AGHI A FARFALLA CON DISPOSITIVO DI SICUREZZA","6655140B41","Convenzione","AGHI E SIRINGHE - IMPEGNO DI SPESA","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi a farfalla con dispositivo di sicurezza - > Ordinativo di fornitura","Primario","S","S"
"AGHI E SIRINGHE 1 ","AGHI A FARFALLA MISURE SPECIALI CON DISPOSITIVO DI SICUREZZA","6655145F60","Convenzione","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi a farfalla misure speciali con dispositivo di sicurezza - Approvvigionamento","Primario","S","S"
"AGHI E SIRINGHE 1 ","AGHI A FARFALLA MISURE SPECIALI CON DISPOSITIVO DI SICUREZZA","6655145F60","Convenzione","AGHI E SIRINGHE - IMPEGNO DI SPESA","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi a farfalla misure speciali con dispositivo di sicurezza - > Ordinativo di fornitura","Primario","S","S"
"AGHI E SIRINGHE 1 ","AGHI IPODERMICI PER PENNA","665511891A","Convenzione","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi ipodermici per penna (uso territoriale) - Approvvigionamento","Primario","S","S"
"AGHI E SIRINGHE 1 ","AGHI IPODERMICI PER PENNA","665511891A","Convenzione","AGHI E SIRINGHE - IMPEGNO DI SPESA","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi ipodermici per penna (uso territoriale) - > Ordinativo di fornitura","Primario","S","S"
"AGHI E SIRINGHE 1 ","AGHI IPODERMICI PER SIRINGA","6655095620","Convenzione","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi ipodermici per siringa - Approvvigionamento","Primario","S","S"
"AGHI E SIRINGHE 1 ","AGHI IPODERMICI PER SIRINGA","6655095620","Convenzione","AGHI E SIRINGHE - IMPEGNO DI SPESA","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi ipodermici per siringa - > Ordinativo di fornitura","Primario","S","S"
"AGHI E SIRINGHE 1 ","AGHI IPODERMICI PER SIRINGA CON DISPOSITIVO DI SICUREZZA","6655104D8B","Convenzione","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi ipodermici per siringa con dispositivo di sicurezza - Approvvigionamento","Primario","S","S"
"AGHI E SIRINGHE 1 ","AGHI IPODERMICI PER SIRINGA CON DISPOSITIVO DI SICUREZZA","6655104D8B","Convenzione","AGHI E SIRINGHE - IMPEGNO DI SPESA","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi ipodermici per siringa con dispositivo di sicurezza - > Ordinativo di fornitura","Primario","S","S"
"AGHI E SIRINGHE 1 ","AGHI IPODERMICI PER SIRINGA MISURE SPECIALI CON DISPOSITIVO DI SICUREZZA","6655110282","Convenzione","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi ipodermici per siringa misure speciali con dispositivo di sicurezza - Approvvigionamento","Primario","S","S"
"AGHI E SIRINGHE 1 ","AGHI IPODERMICI PER SIRINGA MISURE SPECIALI CON DISPOSITIVO DI SICUREZZA","6655110282","Convenzione","AGHI E SIRINGHE - IMPEGNO DI SPESA","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Aghi ipodermici per siringa misure speciali con dispositivo di sicurezza - > Ordinativo di fornitura","Primario","S","S"
"AGHI E SIRINGHE 1 ","SIRINGHE CON AGO CON MECCANISMO DI SICUREZZA (CONO CENTRALE E CONO ECCENTRICO)","6655162D68","Convenzione","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Siringhe con ago con meccanismo di sicurezza (cono centrale e cono eccentrico) - Approvvigionamento","Primario","S","S"
"AGHI E SIRINGHE 1 ","SIRINGHE CON AGO CON MECCANISMO DI SICUREZZA (CONO CENTRALE E CONO ECCENTRICO)","6655162D68","Convenzione","AGHI E SIRINGHE - IMPEGNO DI SPESA","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Siringhe con ago con meccanismo di sicurezza (cono centrale e cono eccentrico) - > Ordinativo di fornitura","Primario","S","S"
"AGHI E SIRINGHE 1 ","SIRINGHE CON AGO MISURE SPECIALI CON MECCANISMO DI SICUREZZA (CONO CENTRALE E CONO ECCENTRICO)","665516825F","Convenzione","AGHI E SIRINGHE","33141300-3","APPARECCHI PER PUNTURA E PRELIEVO DI SANGUE","Bene","Sanità, Ricerca e Welfare","Siringhe con ago misure speciali con meccanismo di sicurezza (cono centrale e cono eccentrico) - Approvvigionamento","Primario","S","S"
