#Denominazione_Iniziativa,Denominazione_Lotto,Identificativo_Lotto,Tipo_Strumento,Prodotto,Codice_CPV,Descrizione_CPV,Tipo_Prodotto,Categoria_Merceologica,Descrizione_Dettaglio,Principale_Accessorio,Articolo_Disponibile_Mese_Corrente,Articolo_Disponibile_Anno_Solare
"AQ SERVIZI SISTEMISTICI 2","GARA A PROCEDURA APERTA PER LA CONCLUSIONE DI UN ACCORDO QUADRO AVENTE AD OGGETTO LA PRESTAZIONE DI SERVIZI DI SYSTEM MANGEMENT PER LE PUBBLICHE AMMINISTRAZIONI AI SENSI DELL ART. 54, COMMA 4, LETT. C) DEL D. LGS. N. 50/2016 ","7260902DDE","Accordo Quadro","SERVIZI DI INSTALLAZIONE E CONFIGURAZIONE SERVER","72600000-6","SERVIZI DI CONSULENZA E ASSISTENZA INFORMATICA","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","SRCP - Supporto specialistico - coordinatore/capo progetto","Primario","S","S"
"AQ SERVIZI SISTEMISTICI 2","GARA A PROCEDURA APERTA PER LA CONCLUSIONE DI UN ACCORDO QUADRO AVENTE AD OGGETTO LA PRESTAZIONE DI SERVIZI DI SYSTEM MANGEMENT PER LE PUBBLICHE AMMINISTRAZIONI AI SENSI DELL ART. 54, COMMA 4, LETT. C) DEL D. LGS. N. 50/2016 ","7260902DDE","Accordo Quadro","SERVIZI DI INSTALLAZIONE E CONFIGURAZIONE SERVER","72600000-6","SERVIZI DI CONSULENZA E ASSISTENZA INFORMATICA","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","SRCT - Supporto specialistico - specialista di tecnologia","Primario","S","S"
"AQ SERVIZI SISTEMISTICI 2","GARA A PROCEDURA APERTA PER LA CONCLUSIONE DI UN ACCORDO QUADRO AVENTE AD OGGETTO LA PRESTAZIONE DI SERVIZI DI SYSTEM MANGEMENT PER LE PUBBLICHE AMMINISTRAZIONI AI SENSI DELL ART. 54, COMMA 4, LETT. C) DEL D. LGS. N. 50/2016 ","7260902DDE","Accordo Quadro","SERVIZI DI INSTALLAZIONE E CONFIGURAZIONE SERVER","72600000-6","SERVIZI DI CONSULENZA E ASSISTENZA INFORMATICA","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","SRSI - Supporto specialistico - sistemista","Primario","S","S"
"AQ SERVIZI SISTEMISTICI 2","GARA A PROCEDURA APERTA PER LA CONCLUSIONE DI UN ACCORDO QUADRO AVENTE AD OGGETTO LA PRESTAZIONE DI SERVIZI DI SYSTEM MANGEMENT PER LE PUBBLICHE AMMINISTRAZIONI AI SENSI DELL ART. 54, COMMA 4, LETT. C) DEL D. LGS. N. 50/2016 ","7260902DDE","Accordo Quadro","SERVIZI DI INSTALLAZIONE E CONFIGURAZIONE SERVER","72600000-6","SERVIZI DI CONSULENZA E ASSISTENZA INFORMATICA","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","SRSJ - Supporto specialistico - sistemista junior","Primario","S","S"
"AQ SERVIZI SISTEMISTICI 2","GARA A PROCEDURA APERTA PER LA CONCLUSIONE DI UN ACCORDO QUADRO AVENTE AD OGGETTO LA PRESTAZIONE DI SERVIZI DI SYSTEM MANGEMENT PER LE PUBBLICHE AMMINISTRAZIONI AI SENSI DELL ART. 54, COMMA 4, LETT. C) DEL D. LGS. N. 50/2016 ","7260902DDE","Accordo Quadro","SERVIZI DI INSTALLAZIONE E CONFIGURAZIONE SERVER","72600000-6","SERVIZI DI CONSULENZA E ASSISTENZA INFORMATICA","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","SRSS - Supporto specialistico - sistemista senior","Primario","S","S"
"AQ SERVIZI SISTEMISTICI 2","GARA A PROCEDURA APERTA PER LA CONCLUSIONE DI UN ACCORDO QUADRO AVENTE AD OGGETTO LA PRESTAZIONE DI SERVIZI DI SYSTEM MANGEMENT PER LE PUBBLICHE AMMINISTRAZIONI AI SENSI DELL ART. 54, COMMA 4, LETT. C) DEL D. LGS. N. 50/2016 ","7260902DDE","Accordo Quadro","SERVIZI DI INSTALLAZIONE E CONFIGURAZIONE SERVER","72600000-6","SERVIZI DI CONSULENZA E ASSISTENZA INFORMATICA","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Servizio accessorio","Primario","N","N"
"AQ STENT VASCOLARI 1","BMS AUTOESPANDIBILE AD ALTA FLESSIBILITÀ","7424607385","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Gestione in conto deposito","Secondario","N","S"
"AQ STENT VASCOLARI 1","BMS AUTOESPANDIBILE AD ALTA FLESSIBILITÀ","7424607385","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Stent vascolari   Approvvigionamento","Primario","N","S"
"AQ STENT VASCOLARI 1","BMS AUTOESPANDIBILE AD ALTA FLESSIBILITÀ","7424607385","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Stent vascolari   Ordinativo di fornitura con conto deposito","Primario","N","S"
"AQ STENT VASCOLARI 1","BMS AUTOESPANDIBILE AD ALTA FLESSIBILITÀ","7424607385","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Stent vascolari   Ordinativo di fornitura senza conto deposito","Primario","N","S"
"AQ STENT VASCOLARI 1","BMS AUTOESPANDIBILE CAROTIDEO AD ELEVATA COPERTURA DI PLACCA","7424601E8E","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Gestione in conto deposito","Secondario","S","S"
"AQ STENT VASCOLARI 1","BMS AUTOESPANDIBILE CAROTIDEO AD ELEVATA COPERTURA DI PLACCA","7424601E8E","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Stent vascolari   Approvvigionamento","Primario","S","S"
"AQ STENT VASCOLARI 1","BMS AUTOESPANDIBILE CAROTIDEO AD ELEVATA COPERTURA DI PLACCA","7424601E8E","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Stent vascolari   Ordinativo di fornitura con conto deposito","Primario","S","S"
"AQ STENT VASCOLARI 1","BMS AUTOESPANDIBILE CAROTIDEO AD ELEVATA COPERTURA DI PLACCA","7424601E8E","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Stent vascolari   Ordinativo di fornitura senza conto deposito","Primario","S","S"
"AQ STENT VASCOLARI 1","BMS AUTOESPANDIBILI CAROTIDEI A CELLE APERTE","74245937F6","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Gestione in conto deposito","Secondario","S","S"
"AQ STENT VASCOLARI 1","BMS AUTOESPANDIBILI CAROTIDEI A CELLE APERTE","74245937F6","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Stent vascolari   Approvvigionamento","Primario","S","S"
"AQ STENT VASCOLARI 1","BMS AUTOESPANDIBILI CAROTIDEI A CELLE APERTE","74245937F6","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Stent vascolari   Ordinativo di fornitura con conto deposito","Primario","S","S"
"AQ STENT VASCOLARI 1","BMS AUTOESPANDIBILI CAROTIDEI A CELLE APERTE","74245937F6","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Stent vascolari   Ordinativo di fornitura senza conto deposito","Primario","S","S"
"AQ STENT VASCOLARI 1","BMS AUTOESPANDIBILI FEMORO-POPLITEI  <= 5FRENCH","7424586231","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Gestione in conto deposito","Secondario","S","S"
"AQ STENT VASCOLARI 1","BMS AUTOESPANDIBILI FEMORO-POPLITEI  <= 5FRENCH","7424586231","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Stent vascolari   Approvvigionamento","Primario","S","S"
"AQ STENT VASCOLARI 1","BMS AUTOESPANDIBILI FEMORO-POPLITEI  <= 5FRENCH","7424586231","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Stent vascolari   Ordinativo di fornitura con conto deposito","Primario","S","S"
"AQ STENT VASCOLARI 1","BMS AUTOESPANDIBILI FEMORO-POPLITEI  <= 5FRENCH","7424586231","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Stent vascolari   Ordinativo di fornitura senza conto deposito","Primario","S","S"
"AQ STENT VASCOLARI 1","BMS AUTOESPANDIBILI FEMORO-POPLITEI  > 5FRENCH","7424579C67","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Gestione in conto deposito","Secondario","S","S"
"AQ STENT VASCOLARI 1","BMS AUTOESPANDIBILI FEMORO-POPLITEI  > 5FRENCH","7424579C67","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Stent vascolari   Approvvigionamento","Primario","S","S"
"AQ STENT VASCOLARI 1","BMS AUTOESPANDIBILI FEMORO-POPLITEI  > 5FRENCH","7424579C67","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Stent vascolari   Ordinativo di fornitura con conto deposito","Primario","S","S"
"AQ STENT VASCOLARI 1","BMS AUTOESPANDIBILI FEMORO-POPLITEI  > 5FRENCH","7424579C67","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Stent vascolari   Ordinativo di fornitura senza conto deposito","Primario","S","S"
"AQ STENT VASCOLARI 1","BMS AUTOESPANDIBILI ILIACI","7424568356","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Gestione in conto deposito","Secondario","S","S"
"AQ STENT VASCOLARI 1","BMS AUTOESPANDIBILI ILIACI","7424568356","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Stent vascolari   Approvvigionamento","Primario","S","S"
"AQ STENT VASCOLARI 1","BMS AUTOESPANDIBILI ILIACI","7424568356","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Stent vascolari   Ordinativo di fornitura con conto deposito","Primario","S","S"
"AQ STENT VASCOLARI 1","BMS AUTOESPANDIBILI ILIACI","7424568356","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Stent vascolari   Ordinativo di fornitura senza conto deposito","Primario","S","S"
"AQ STENT VASCOLARI 1","DES AUTOESPANDIBILI","74246116D1","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","AQ_SV1_L8 Gestione in conto deposito","Secondario","S","S"
"AQ STENT VASCOLARI 1","DES AUTOESPANDIBILI","74246116D1","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Stent vascolari   Approvvigionamento","Primario","S","S"
"AQ STENT VASCOLARI 1","DES AUTOESPANDIBILI","74246116D1","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Stent vascolari   Ordinativo di fornitura con conto deposito","Primario","S","S"
"AQ STENT VASCOLARI 1","DES AUTOESPANDIBILI","74246116D1","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Stent vascolari   Ordinativo di fornitura senza conto deposito","Primario","S","S"
"AQ STENT VASCOLARI 1","DES ESPANDIBILE SU PALLONE","7424613877","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Gestione in conto deposito","Secondario","S","S"
"AQ STENT VASCOLARI 1","DES ESPANDIBILE SU PALLONE","7424613877","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Stent vascolari   Approvvigionamento","Primario","S","S"
"AQ STENT VASCOLARI 1","DES ESPANDIBILE SU PALLONE","7424613877","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Stent vascolari   Ordinativo di fornitura con conto deposito","Primario","S","S"
"AQ STENT VASCOLARI 1","DES ESPANDIBILE SU PALLONE","7424613877","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Stent vascolari   Ordinativo di fornitura senza conto deposito","Primario","S","S"
"AQ STENT VASCOLARI 1","RICOPERTI AUTOESPANDIBILI","7424620E3C","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Gestione in conto deposito","Secondario","S","S"
"AQ STENT VASCOLARI 1","RICOPERTI AUTOESPANDIBILI","7424620E3C","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Stent vascolari   Approvvigionamento","Primario","S","S"
"AQ STENT VASCOLARI 1","RICOPERTI AUTOESPANDIBILI","7424620E3C","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Stent vascolari   Ordinativo di fornitura con conto deposito","Primario","S","S"
"AQ STENT VASCOLARI 1","RICOPERTI AUTOESPANDIBILI","7424620E3C","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Stent vascolari   Ordinativo di fornitura senza conto deposito","Primario","S","S"
"AQ STENT VASCOLARI 1","RICOPERTI ESPANDIBILI SU PALLONE","7424621F0F","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Gestione in conto deposito","Secondario","S","S"
"AQ STENT VASCOLARI 1","RICOPERTI ESPANDIBILI SU PALLONE","7424621F0F","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Stent vascolari   Approvvigionamento","Primario","S","S"
"AQ STENT VASCOLARI 1","RICOPERTI ESPANDIBILI SU PALLONE","7424621F0F","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Stent vascolari   Ordinativo di fornitura con conto deposito","Primario","S","S"
"AQ STENT VASCOLARI 1","RICOPERTI ESPANDIBILI SU PALLONE","7424621F0F","Accordo Quadro","STENT (DISPOSITIVI MEDICI IMPIANTABILI)","33184000-3","APPARECCHI PROTESICI","Bene","Sanità, Ricerca e Welfare","Stent vascolari   Ordinativo di fornitura senza conto deposito","Primario","S","S"
"AQ SUTURE CHIRURGICHE 1","SUTURA NATURALE NON ASSORBIBILE PLURIFILAMENTO IN SETA NON MONTATA","7144916B32","Accordo Quadro","SUTURE CHIRURGICHE","33141121-4","SUTURE CHIRURGICHE","Bene","Sanità, Ricerca e Welfare","Suture naturali non assorbibili plurifilamento in seta non montate - Approvvigionamento","Primario","S","S"
"AQ SUTURE CHIRURGICHE 1","SUTURA NATURALE NON ASSORBIBILE PLURIFILAMENTO IN SETA NON MONTATA","7144916B32","Accordo Quadro","SUTURE CHIRURGICHE","33141121-4","SUTURE CHIRURGICHE","Bene","Sanità, Ricerca e Welfare","Suture naturali non assorbibili plurifilamento in seta non montate - Ordinativo di fornitura","Primario","S","S"
"AQ SUTURE CHIRURGICHE 1","SUTURA SINTETICA ASSORBIBILE MONOFILAMENTO A LUNGA PERDITA DI RESISTENZA TENSILE PREMONTATA","71449420AA","Accordo Quadro","SUTURE CHIRURGICHE","33141121-4","SUTURE CHIRURGICHE","Bene","Sanità, Ricerca e Welfare","Suture sintetiche assorbibili monofilamento a lunga perdita di resistenza tensile premontate - Approvvigionamento","Primario","S","S"
"AQ SUTURE CHIRURGICHE 1","SUTURA SINTETICA ASSORBIBILE MONOFILAMENTO A LUNGA PERDITA DI RESISTENZA TENSILE PREMONTATA","71449420AA","Accordo Quadro","SUTURE CHIRURGICHE","33141121-4","SUTURE CHIRURGICHE","Bene","Sanità, Ricerca e Welfare","Suture sintetiche assorbibili monofilamento a lunga perdita di resistenza tensile premontate - Ordinativo di fornitura","Primario","S","S"
"AQ SUTURE CHIRURGICHE 1","SUTURA SINTETICA ASSORBIBILE MONOFILAMENTO A MEDIA PERDITA DI RESISTENZA TENSILE PREMONTATA","7144935AE0","Accordo Quadro","SUTURE CHIRURGICHE","33141121-4","SUTURE CHIRURGICHE","Bene","Sanità, Ricerca e Welfare","Suture sintetiche assorbibili monofilamento a media perdita di resistenza tensile premontate - Approvvigionamento","Primario","S","S"
"AQ SUTURE CHIRURGICHE 1","SUTURA SINTETICA ASSORBIBILE MONOFILAMENTO A MEDIA PERDITA DI RESISTENZA TENSILE PREMONTATA","7144935AE0","Accordo Quadro","SUTURE CHIRURGICHE","33141121-4","SUTURE CHIRURGICHE","Bene","Sanità, Ricerca e Welfare","Suture sintetiche assorbibili monofilamento a media perdita di resistenza tensile premontate - Ordinativo di fornitura","Primario","S","S"
"AQ SUTURE CHIRURGICHE 1","SUTURA SINTETICA ASSORBIBILE MONOFILAMENTO A RAPIDA PERDITA DI RESISTENZA TENSILE PREMONTATA","71449252A2","Accordo Quadro","SUTURE CHIRURGICHE","33141121-4","SUTURE CHIRURGICHE","Bene","Sanità, Ricerca e Welfare","Suture sintetiche assorbibili monofilamento a rapida perdita di resistenza tensile premontate - Approvvigionamento","Primario","S","S"
"AQ SUTURE CHIRURGICHE 1","SUTURA SINTETICA ASSORBIBILE MONOFILAMENTO A RAPIDA PERDITA DI RESISTENZA TENSILE PREMONTATA","71449252A2","Accordo Quadro","SUTURE CHIRURGICHE","33141121-4","SUTURE CHIRURGICHE","Bene","Sanità, Ricerca e Welfare","Suture sintetiche assorbibili monofilamento a rapida perdita di resistenza tensile premontate - Ordinativo di fornitura","Primario","S","S"
"AQ SUTURE CHIRURGICHE 1","SUTURA SINTETICA ASSORBIBILE PLURIFILAMENTO A MEDIA PERDITA DI RESISTENZA TENSILE RIVESTITA E NON MONTATA","714498869E","Accordo Quadro","SUTURE CHIRURGICHE","33141121-4","SUTURE CHIRURGICHE","Bene","Sanità, Ricerca e Welfare","Suture sintetiche assorbibili plurifilamento a media perdita di resistenza tensile rivestite e non montate - Approvvigionamento","Primario","S","S"
"AQ SUTURE CHIRURGICHE 1","SUTURA SINTETICA ASSORBIBILE PLURIFILAMENTO A MEDIA PERDITA DI RESISTENZA TENSILE RIVESTITA E NON MONTATA","714498869E","Accordo Quadro","SUTURE CHIRURGICHE","33141121-4","SUTURE CHIRURGICHE","Bene","Sanità, Ricerca e Welfare","Suture sintetiche assorbibili plurifilamento a media perdita di resistenza tensile rivestite e non montate - Ordinativo di fornitura","Primario","S","S"
"AQ SUTURE CHIRURGICHE 1","SUTURA SINTETICA NON ASSORBIBILE MONOFILAMENTO IN POLIAMMIDE PREMONTATA","7144852663","Accordo Quadro","SUTURE CHIRURGICHE","33141121-4","SUTURE CHIRURGICHE","Bene","Sanità, Ricerca e Welfare","Suture sintetiche non assorbibili monofilamento in poliammide premontate - Approvvigionamento","Primario","S","S"
"AQ SUTURE CHIRURGICHE 1","SUTURA SINTETICA NON ASSORBIBILE MONOFILAMENTO IN POLIAMMIDE PREMONTATA","7144852663","Accordo Quadro","SUTURE CHIRURGICHE","33141121-4","SUTURE CHIRURGICHE","Bene","Sanità, Ricerca e Welfare","Suture sintetiche non assorbibili monofilamento in poliammide premontate - Ordinativo di fornitura","Primario","S","S"
"AQ SUTURE CHIRURGICHE 1","SUTURA SINTETICA NON ASSORBIBILE PLURIFILAMENTO IN POLIESTERE RIVESTITA E NON MONTATA","7144897B84","Accordo Quadro","SUTURE CHIRURGICHE","33141121-4","SUTURE CHIRURGICHE","Bene","Sanità, Ricerca e Welfare","Suture sintetiche non assorbibili plurifilamento in poliestere rivestite e non montate - Approvvigionamento","Primario","S","S"
"AQ SUTURE CHIRURGICHE 1","SUTURA SINTETICA NON ASSORBIBILE PLURIFILAMENTO IN POLIESTERE RIVESTITA E NON MONTATA","7144897B84","Accordo Quadro","SUTURE CHIRURGICHE","33141121-4","SUTURE CHIRURGICHE","Bene","Sanità, Ricerca e Welfare","Suture sintetiche non assorbibili plurifilamento in poliestere rivestite e non montate - Ordinativo di fornitura","Primario","S","S"
"AQ SUTURE CHIRURGICHE 1","SUTURA SINTETICA NON ASSORBIBILE PLURIFILAMENTO IN POLIESTERE RIVESTITA E PREMONTATA","71448726E4","Accordo Quadro","SUTURE CHIRURGICHE","33141121-4","SUTURE CHIRURGICHE","Bene","Sanità, Ricerca e Welfare","Suture sintetiche non assorbibili plurifilamento in poliestere rivestite e premontate - Approvvigionamento","Primario","S","S"
"AQ SUTURE CHIRURGICHE 1","SUTURA SINTETICA NON ASSORBIBILE PLURIFILAMENTO IN POLIESTERE RIVESTITA E PREMONTATA","71448726E4","Accordo Quadro","SUTURE CHIRURGICHE","33141121-4","SUTURE CHIRURGICHE","Bene","Sanità, Ricerca e Welfare","Suture sintetiche non assorbibili plurifilamento in poliestere rivestite e premontate - Ordinativo di fornitura","Primario","S","S"
"AQ TELEFONIA FISSA 5","LOTTO UNICO","605462636F","Accordo Quadro","SERVIZI DI TELEFONIA FISSA","32412100-5","RETE DI TELECOMUNICAZIONI","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Canale BRA in Area Primaria","Primario","S","S"
"AQ TELEFONIA FISSA 5","LOTTO UNICO","605462636F","Accordo Quadro","SERVIZI DI TELEFONIA FISSA","32412100-5","RETE DI TELECOMUNICAZIONI","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Canale BRA in Area Primaria (con finestra di erogazione estesa H24)","Primario","S","S"
"AQ TELEFONIA FISSA 5","LOTTO UNICO","605462636F","Accordo Quadro","SERVIZI DI TELEFONIA FISSA","32412100-5","RETE DI TELECOMUNICAZIONI","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Canale BRA in Area Secondaria","Primario","S","S"
"AQ TELEFONIA FISSA 5","LOTTO UNICO","605462636F","Accordo Quadro","SERVIZI DI TELEFONIA FISSA","32412100-5","RETE DI TELECOMUNICAZIONI","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Canale BRA in Area Secondaria (con finestra di erogazione estesa H24)","Primario","S","S"
"AQ TELEFONIA FISSA 5","LOTTO UNICO","605462636F","Accordo Quadro","SERVIZI DI TELEFONIA FISSA","32412100-5","RETE DI TELECOMUNICAZIONI","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Canale PRA in Area Primaria","Primario","S","S"
"AQ TELEFONIA FISSA 5","LOTTO UNICO","605462636F","Accordo Quadro","SERVIZI DI TELEFONIA FISSA","32412100-5","RETE DI TELECOMUNICAZIONI","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Canale PRA in Area Primaria (con finestra di erogazione estesa H24)","Primario","S","S"
"AQ TELEFONIA FISSA 5","LOTTO UNICO","605462636F","Accordo Quadro","SERVIZI DI TELEFONIA FISSA","32412100-5","RETE DI TELECOMUNICAZIONI","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Canale PRA in Area Secondaria","Primario","S","S"
"AQ TELEFONIA FISSA 5","LOTTO UNICO","605462636F","Accordo Quadro","SERVIZI DI TELEFONIA FISSA","32412100-5","RETE DI TELECOMUNICAZIONI","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Canale PRA in Area Secondaria (con finestra di erogazione estesa H24)","Primario","S","S"
"AQ TELEFONIA FISSA 5","LOTTO UNICO","605462636F","Accordo Quadro","SERVIZI DI TELEFONIA FISSA","32412100-5","RETE DI TELECOMUNICAZIONI","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Canale RTG in Area Primaria","Primario","S","S"
"AQ TELEFONIA FISSA 5","LOTTO UNICO","605462636F","Accordo Quadro","SERVIZI DI TELEFONIA FISSA","32412100-5","RETE DI TELECOMUNICAZIONI","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Canale RTG in Area Primaria (con finestra di erogazione estesa H24)","Primario","S","S"
"AQ TELEFONIA FISSA 5","LOTTO UNICO","605462636F","Accordo Quadro","SERVIZI DI TELEFONIA FISSA","32412100-5","RETE DI TELECOMUNICAZIONI","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Canale RTG in Area Secondaria","Primario","S","S"
"AQ TELEFONIA FISSA 5","LOTTO UNICO","605462636F","Accordo Quadro","SERVIZI DI TELEFONIA FISSA","32412100-5","RETE DI TELECOMUNICAZIONI","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Canale RTG in Area Secondaria (con finestra di erogazione estesa H24)","Primario","S","S"
"AQ TELEFONIA FISSA 5","LOTTO UNICO","605462636F","Accordo Quadro","SERVIZI DI TELEFONIA FISSA","32412100-5","RETE DI TELECOMUNICAZIONI","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Linee ToIP - Servizio IP Centrex da 21 fino a 100 utenti","Primario","S","S"
