#Anno_Riferimento,Tipologia_Amministrazione,Regione_PA,Provincia_PA,Sigla_provincia_PA,Regione_Fornitore,Convenzione,Lotto,bene_servizio,codice_CPV,descrizione_CPV,Numero_Ordini,Importo_Ordinato,N_PA,N_fornitori,N_PO
"2020","COMUNI","LOMBARDIA","MANTOVA","MN","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 31 (FASCIA ALTA)","MULTIFUNZIONE A3 A COLORI PER GRUPPI DI MEDIE E GRANDI DIMENSIONI, CON VELOCITÀ 45 PAGINE/MINUTO","FOTOCOPIATRICI - ACCESSORI","30121200-5","FOTOCOPIATRICI","1","184","1","1","1"
"2020","COMUNI","LOMBARDIA","MONZA E DELLA BRIANZA","MB","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 31 (FASCIA ALTA)","MULTIFUNZIONE A3 A COLORI PER GRUPPI DI MEDIE E GRANDI DIMENSIONI, CON VELOCITÀ 45 PAGINE/MINUTO","FOTOCOPIATRICI - ACCESSORI","30121200-5","FOTOCOPIATRICI","2","368","2","1","2"
"2020","COMUNI","LOMBARDIA","COMO","CO","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 31 (FASCIA ALTA)","MULTIFUNZIONE A3 A COLORI PER GRUPPI DI MEDIE E GRANDI DIMENSIONI, CON VELOCITÀ 45 PAGINE/MINUTO","SERVIZI OPZIONALI PER FOTOCOPIATRICI","30121200-5","FOTOCOPIATRICI","1","618","1","1","1"
"2020","COMUNI","LOMBARDIA","LODI","LO","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 31 (FASCIA ALTA)","MULTIFUNZIONE A3 A COLORI PER GRUPPI DI MEDIE E GRANDI DIMENSIONI, CON VELOCITÀ 45 PAGINE/MINUTO","SERVIZI OPZIONALI PER FOTOCOPIATRICI","30121200-5","FOTOCOPIATRICI","1","11,84","1","1","1"
"2020","COMUNI","LOMBARDIA","PAVIA","PV","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 31 (FASCIA ALTA)","MULTIFUNZIONE A3 A COLORI PER GRUPPI DI MEDIE E GRANDI DIMENSIONI, CON VELOCITÀ 45 PAGINE/MINUTO","SERVIZI OPZIONALI PER FOTOCOPIATRICI","30121200-5","FOTOCOPIATRICI","1","358","1","1","1"
"2020","COMUNI","LOMBARDIA","MILANO","MI","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 31 (FASCIA ALTA)","MULTIFUNZIONE A3 A COLORI PER GRUPPI DI MEDIE E GRANDI DIMENSIONI, CON VELOCITÀ 45 PAGINE/MINUTO","SERVIZI OPZIONALI PER FOTOCOPIATRICI","30121200-5","FOTOCOPIATRICI","3","1253","2","1","2"
"2020","COMUNI","LOMBARDIA","MONZA E DELLA BRIANZA","MB","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 31 (FASCIA ALTA)","MULTIFUNZIONE A3 A COLORI PER GRUPPI DI MEDIE E GRANDI DIMENSIONI, CON VELOCITÀ 45 PAGINE/MINUTO","SERVIZI OPZIONALI PER FOTOCOPIATRICI","30121200-5","FOTOCOPIATRICI","3","1594","3","1","3"
"2020","COMUNI","LOMBARDIA","COMO","CO","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 31 (FASCIA ALTA)","MULTIFUNZIONE A3 A COLORI PER GRUPPI DI MEDIE E GRANDI DIMENSIONI, CON VELOCITÀ 45 PAGINE/MINUTO","FOTOCOPIATRICI E MULTIFUNZIONE (NOLEGGIO)","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","3","25790,92","2","1","3"
"2020","COMUNI","LOMBARDIA","LODI","LO","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 31 (FASCIA ALTA)","MULTIFUNZIONE A3 A COLORI PER GRUPPI DI MEDIE E GRANDI DIMENSIONI, CON VELOCITÀ 45 PAGINE/MINUTO","FOTOCOPIATRICI E MULTIFUNZIONE (NOLEGGIO)","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","1","7873,6","1","1","1"
"2020","COMUNI","LOMBARDIA","LECCO","LC","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 31 (FASCIA ALTA)","MULTIFUNZIONE A3 A COLORI PER GRUPPI DI MEDIE E GRANDI DIMENSIONI, CON VELOCITÀ 45 PAGINE/MINUTO","FOTOCOPIATRICI E MULTIFUNZIONE (NOLEGGIO)","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","3","12341,32","3","1","3"
"2020","COMUNI","LOMBARDIA","PAVIA","PV","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 31 (FASCIA ALTA)","MULTIFUNZIONE A3 A COLORI PER GRUPPI DI MEDIE E GRANDI DIMENSIONI, CON VELOCITÀ 45 PAGINE/MINUTO","FOTOCOPIATRICI E MULTIFUNZIONE (NOLEGGIO)","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","4","22165","4","1","4"
"2020","COMUNI","LOMBARDIA","MILANO","MI","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 31 (FASCIA ALTA)","MULTIFUNZIONE A3 A COLORI PER GRUPPI DI MEDIE E GRANDI DIMENSIONI, CON VELOCITÀ 45 PAGINE/MINUTO","FOTOCOPIATRICI E MULTIFUNZIONE (NOLEGGIO)","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","5","47650,2","4","1","4"
"2020","COMUNI","LOMBARDIA","VARESE","VA","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 31 (FASCIA ALTA)","MULTIFUNZIONE A3 A COLORI PER GRUPPI DI MEDIE E GRANDI DIMENSIONI, CON VELOCITÀ 45 PAGINE/MINUTO","FOTOCOPIATRICI E MULTIFUNZIONE (NOLEGGIO)","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","1","9100,16","1","1","1"
"2020","COMUNI","LOMBARDIA","BERGAMO","BG","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 31 (FASCIA ALTA)","MULTIFUNZIONE A3 A COLORI PER GRUPPI DI MEDIE E GRANDI DIMENSIONI, CON VELOCITÀ 45 PAGINE/MINUTO","FOTOCOPIATRICI E MULTIFUNZIONE (NOLEGGIO)","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","2","8369,8","2","1","2"
"2020","REGIONI","VALLE D'AOSTA","AOSTA","AO","PIEMONTE","VEICOLI IN NOLEGGIO 14","VETTURE OPERATIVE","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","1","1140,48","1","1","1"
"2020","REGIONI","VALLE D'AOSTA","AOSTA","AO","PIEMONTE","VEICOLI IN NOLEGGIO 14","VETTURE OPERATIVE","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","1","1440","1","1","1"
"2020","REGIONI","VALLE D'AOSTA","AOSTA","AO","PIEMONTE","VEICOLI IN NOLEGGIO 14","VETTURE OPERATIVE","AUTOVEICOLI IN ACQUISTO E NOLEGGIO SENZA CONDUCENTE","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","1","8820","1","1","1"
"2020","REGIONI","VALLE D'AOSTA","AOSTA","AO","PIEMONTE","VEICOLI IN NOLEGGIO 14","VETTURE INTERMEDIE","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","1","248,04","1","1","1"
"2020","REGIONI","VALLE D'AOSTA","AOSTA","AO","PIEMONTE","VEICOLI IN NOLEGGIO 14","VETTURE INTERMEDIE","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","1","2664","1","1","1"
"2020","REGIONI","VALLE D'AOSTA","AOSTA","AO","PIEMONTE","VEICOLI IN NOLEGGIO 14","VETTURE INTERMEDIE","AUTOVEICOLI IN ACQUISTO E NOLEGGIO SENZA CONDUCENTE","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","1","14374,08","1","1","1"
"2020","REGIONI","VALLE D'AOSTA","AOSTA","AO","PIEMONTE","PC PORTATILI E TABLET 3","PC PORTATILI PER BASSA MOBILITÀ","MONITOR A COLORI","32323100-4","MONITOR A COLORI","1","4000","1","1","1"
"2020","REGIONI","VALLE D'AOSTA","AOSTA","AO","PIEMONTE","PC PORTATILI E TABLET 3","PC PORTATILI PER BASSA MOBILITÀ","NOTEBOOK ELETTRONICI","30213100-6","COMPUTER PORTATILI","1","16323,6","1","1","1"
"2020","REGIONI","VALLE D'AOSTA","AOSTA","AO","PIEMONTE","PC PORTATILI E TABLET 3","PC PORTATILI PER BASSA MOBILITÀ","DISPOSITIVI DI ESPANSIONE MEMORIA","30236100-3","DISPOSITIVI DI ESPANSIONE MEMORIA","1","3963,6","1","1","1"
"2020","REGIONI","VALLE D'AOSTA","AOSTA","AO","PIEMONTE","PC PORTATILI E TABLET 3","PC PORTATILI PER BASSA MOBILITÀ","ESTENSIONE ASSISTENZA E MANUTENZIONE IN GARANZIA","50310000-1","MANUTENZIONE E RIPARAZIONE DI MACCHINE PER UFFICIO","1","567,2","1","1","1"
"2020","REGIONI","TRENTINO ALTO ADIGE","TRENTO","TN","PIEMONTE","VEICOLI IN NOLEGGIO 14","VETTURE OPERATIVE","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","1","1927,44","1","1","1"
"2020","REGIONI","TRENTINO ALTO ADIGE","TRENTO","TN","PIEMONTE","VEICOLI IN NOLEGGIO 14","VETTURE OPERATIVE","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","1","4072","1","1","1"
"2020","REGIONI","TRENTINO ALTO ADIGE","TRENTO","TN","PIEMONTE","VEICOLI IN NOLEGGIO 14","VETTURE OPERATIVE","AUTOVEICOLI IN ACQUISTO E NOLEGGIO SENZA CONDUCENTE","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","1","14400","1","1","1"
"2020","REGIONI","TRENTINO ALTO ADIGE","TRENTO","TN","PIEMONTE","VEICOLI IN NOLEGGIO 14","VETTURE INTERMEDIE","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","2","5702,76","1","1","1"
"2020","REGIONI","TRENTINO ALTO ADIGE","TRENTO","TN","PIEMONTE","VEICOLI IN NOLEGGIO 14","VETTURE INTERMEDIE","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","2","12322","1","1","1"
"2020","REGIONI","TRENTINO ALTO ADIGE","TRENTO","TN","PIEMONTE","VEICOLI IN NOLEGGIO 14","VETTURE INTERMEDIE","AUTOVEICOLI IN ACQUISTO E NOLEGGIO SENZA CONDUCENTE","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","2","40245,84","1","1","1"
"2020","REGIONI","TRENTINO ALTO ADIGE","TRENTO","TN","PIEMONTE","FOTOCOPIATRICI MULTIFUNZIONE 31 (FASCIA ALTA)","MULTIFUNZIONE A3 MONOCROMATICHE PER GRUPPI DI MEDIE E GRANDI DIMENSIONI, CON VELOCITÀ 60 PAGINE/MINUTO","FOTOCOPIATRICI E MULTIFUNZIONE (NOLEGGIO)","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","1","2272","1","1","1"
"2020","REGIONI","TRENTINO ALTO ADIGE","TRENTO","TN","PIEMONTE","FOTOCOPIATRICI MULTIFUNZIONE 30 (FASCIA MEDIA)","APPARECCHIATURE MULTIFUNZIONE MONOCROMATICHE, FORMATO A3, PER GRUPPI DI LAVORO DI MEDIO-ALTE DIMENSIONI","FOTOCOPIATRICI E MULTIFUNZIONE (NOLEGGIO)","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","1","4320","1","1","1"
"2020","REGIONI","FRIULI VENEZIA GIULIA","TRIESTE","TS","PIEMONTE","VEICOLI IN NOLEGGIO 14","VEICOLI COMMERCIALI","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","1","8920,8","1","1","1"
"2020","REGIONI","FRIULI VENEZIA GIULIA","TRIESTE","TS","PIEMONTE","VEICOLI IN NOLEGGIO 14","VEICOLI COMMERCIALI","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","1","8160","1","1","1"
"2020","REGIONI","FRIULI VENEZIA GIULIA","TRIESTE","TS","PIEMONTE","VEICOLI IN NOLEGGIO 14","VEICOLI COMMERCIALI","AUTOVEICOLI IN ACQUISTO E NOLEGGIO SENZA CONDUCENTE","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","1","46860,12","1","1","1"
"2020","REGIONI","SARDEGNA","CAGLIARI","CA","SARDEGNA","CARBURANTI EXTRARETE 10 E GASOLIO DA RISCALDAMENTO 10","GASOLIO DA RISCALDAMENTO; [SE OFFERTO - GASOLIO DA RISCALDAMENTO  ARTICO ] - SARDEGNA","COMBUSTIBILI PER RISCALDAMENTO","09100000-0","COMBUSTIBILI","2","0","1","1","1"
"2020","REGIONI","LAZIO","ROMA","RM","LOMBARDIA","TELEFONIA MOBILE 7","SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","TERMINALI INTERATTIVI","30231100-8","TERMINALI INFORMATICI","7","0","1","1","2"
"2020","REGIONI","LAZIO","ROMA","RM","LOMBARDIA","TELEFONIA MOBILE 7","SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","SERVIZI DI TELEFONIA MOBILE","64212000-5","SERVIZI DI TELEFONIA MOBILI","19","0","1","1","2"
"2020","REGIONI","MARCHE","ANCONA","AN","LOMBARDIA","ENERGIA ELETTRICA 17","UMBRIA, MARCHE","ENERGIA ELETTRICA","65300000-6","EROGAZIONE DI ENERGIA ELETTRICA E SERVIZI CONNESSI","2","0","1","1","1"
"2020","REGIONI","MARCHE","ANCONA","AN","LOMBARDIA","ENERGIA ELETTRICA 17","ABRUZZO, MOLISE","ENERGIA ELETTRICA","65300000-6","EROGAZIONE DI ENERGIA ELETTRICA E SERVIZI CONNESSI","1","0","1","1","1"
"2020","REGIONI","MARCHE","ANCONA","AN","LOMBARDIA","RETI LOCALI 6","PAL ZONA CENTRO: TOSCANA, LAZIO, ABRUZZO, MARCHE, UMBRIA","CAVI IN RAME","32521000-1","CAVI PER TELECOMUNICAZIONI","1","1643,95","1","1","1"
"2020","REGIONI","MARCHE","ANCONA","AN","LOMBARDIA","RETI LOCALI 6","PAL ZONA CENTRO: TOSCANA, LAZIO, ABRUZZO, MARCHE, UMBRIA","ANTENNE WIRELESS","32421000-0","CABLAGGIO DI RETE","1","825","1","1","1"
"2020","REGIONI","MARCHE","ANCONA","AN","LOMBARDIA","RETI LOCALI 6","PAL ZONA CENTRO: TOSCANA, LAZIO, ABRUZZO, MARCHE, UMBRIA","ACCESS POINT WIRELESS","32422000-7","COMPONENTI DI RETE","1","11074,8","1","1","1"
"2020","CAMERE DI COMMERCIO","TRENTINO ALTO ADIGE","TRENTO","TN","PIEMONTE","VEICOLI IN NOLEGGIO 14","VETTURE INTERMEDIE","AUTOVEICOLI IN ACQUISTO E NOLEGGIO SENZA CONDUCENTE","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","1","11848,2","1","1","1"
"2020","CAMERE DI COMMERCIO","TRENTINO ALTO ADIGE","TRENTO","TN","PIEMONTE","FOTOCOPIATRICI MULTIFUNZIONE 30 (FASCIA MEDIA)","APPARECCHIATURE MULTIFUNZIONE MONOCROMATICHE, FORMATO A4, PER GRUPPI DI LAVORO DI MEDIE DIMENSIONI","FOTOCOPIATRICI E MULTIFUNZIONE (NOLEGGIO)","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","1","3560","1","1","1"
"2020","CAMERE DI COMMERCIO","SARDEGNA","SASSARI","SS","SARDEGNA","CARBURANTI EXTRARETE 10 E GASOLIO DA RISCALDAMENTO 10","GASOLIO DA RISCALDAMENTO; [SE OFFERTO - GASOLIO DA RISCALDAMENTO  ARTICO ] - SARDEGNA","COMBUSTIBILI PER RISCALDAMENTO","09100000-0","COMBUSTIBILI","1","0","1","1","1"
"2020","CAMERE DI COMMERCIO","LAZIO","ROMA","RM","LOMBARDIA","MICROSOFT ENTERPRISE AGREEMENT 4","LICENZE D'USO MICROSOFT EA","LICENSING ENTERPRISE DEL SOFTWARE","48218000-9","PACCHETTI SOFTWARE PER LA GESTIONE DI LICENZE","2","6714,72","1","1","1"
"2020","CAMERE DI COMMERCIO","LAZIO","ROMA","RM","LOMBARDIA","TELEFONIA MOBILE 7","SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","SERVIZI DI TELEFONIA MOBILE","64212000-5","SERVIZI DI TELEFONIA MOBILI","7","0","1","1","1"
"2020","CAMERE DI COMMERCIO","LAZIO","ROMA","RM","LOMBARDIA","LICENZE SOFTWARE MULTIBRAND 2","FORNITURA DI PRODOTTI SOFTWARE MICROSOFT GOVERNMENT OPEN LICENSE (GOL)","SOFTWARE DI GESTIONE","48771000-3","PACCHETI SOFTWARE GENERALI","1","17338","1","1","1"
"2020","CAMERE DI COMMERCIO","LAZIO","ROMA","RM","LOMBARDIA","RETI LOCALI 6","PAL ZONA NORD:  PIEMONTE, VALLE D'AOSTA, LIGURIA, LOMBARDIA, TRENTINO ALTO ADIGE, VENETO, FRIULI VENEZIA GIULIA, EMILIA ROMAGNA","SWITCH","32422000-7","COMPONENTI DI RETE","1","85125,32","1","1","1"
"2020","CAMERE DI COMMERCIO","LAZIO","ROMA","RM","LOMBARDIA","RETI LOCALI 6","PAL ZONA NORD:  PIEMONTE, VALLE D'AOSTA, LIGURIA, LOMBARDIA, TRENTINO ALTO ADIGE, VENETO, FRIULI VENEZIA GIULIA, EMILIA ROMAGNA","SERVIZI PER RETI LOCALI","32410000-0","RETE LOCALE","1","3912,72","1","1","1"
"2020","CAMERE DI COMMERCIO","PUGLIA","BARI","BA","LOMBARDIA","BUONI PASTO 8","PUGLIA, BASILICATA","BUONI PASTO","55510000-8","SERVIZI DI MENSA","1","68250","1","1","1"
"2020","CAMERE DI COMMERCIO","PUGLIA","TARANTO","TA","LOMBARDIA","BUONI PASTO 8","PUGLIA, BASILICATA","BUONI PASTO","55510000-8","SERVIZI DI MENSA","1","16380","1","1","1"
"2020","CAMERE DI COMMERCIO","PUGLIA","BRINDISI","BR","LOMBARDIA","BUONI PASTO 8","PUGLIA, BASILICATA","BUONI PASTO","55510000-8","SERVIZI DI MENSA","1","32760","1","1","1"
"2020","CAMERE DI COMMERCIO","PUGLIA","BARI","BA","LOMBARDIA","STAMPANTI 17","APPARECCHIATURE MULTIFUNZIONE A4 B/N","MULTIFUNZIONE","30121100-4","FOTOCOPIATRICI","1","687,6","1","1","1"
"2020","CAMERE DI COMMERCIO","PUGLIA","BARI","BA","LOMBARDIA","STAMPANTI 17","APPARECCHIATURE MULTIFUNZIONE A4 B/N","SERVIZI OPZIONALI PER ICT","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","1","0","1","1","1"
"2020","CAMERE DI COMMERCIO","PUGLIA","BARI","BA","LOMBARDIA","STAMPANTI 17","APPARECCHIATURE MULTIFUNZIONE A4 B/N","BENI OPZIONALI PER STAMPANTI","30124000-4","PARTI E ACCESSORI DI MACCHINE PER UFFICIO","1","476,8","1","1","1"
"2020","CAMERE DI COMMERCIO","UMBRIA","TERNI","TR","LOMBARDIA","ENERGIA ELETTRICA 17","UMBRIA, MARCHE","ENERGIA ELETTRICA","65300000-6","EROGAZIONE DI ENERGIA ELETTRICA E SERVIZI CONNESSI","1","0","1","1","1"
"2020","CAMERE DI COMMERCIO","VENETO","PADOVA","PD","LOMBARDIA","BUONI PASTO 8","VENETO","BUONI PASTO","55510000-8","SERVIZI DI MENSA","1","880,6","1","1","1"
"2020","CAMERE DI COMMERCIO","VENETO","VENEZIA","VE","LOMBARDIA","BUONI PASTO 8","VENETO","BUONI PASTO","55510000-8","SERVIZI DI MENSA","1","23800","1","1","1"
"2020","CAMERE DI COMMERCIO","VENETO","VENEZIA","VE","LOMBARDIA","TELEFONIA FISSA 5","LOTTO UNICO","SERVIZI DI TELEFONIA FISSA","32412100-5","RETE DI TELECOMUNICAZIONI","1","129,6","1","1","1"
"2020","CAMERE DI COMMERCIO","VENETO","PADOVA","PD","LOMBARDIA","TELEFONIA MOBILE 7","SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","TERMINALI INTERATTIVI","30231100-8","TERMINALI INFORMATICI","2","0","1","1","1"
"2020","CAMERE DI COMMERCIO","VENETO","PADOVA","PD","LOMBARDIA","TELEFONIA MOBILE 7","SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","SERVIZI DI TELEFONIA MOBILE","64212000-5","SERVIZI DI TELEFONIA MOBILI","2","0","1","1","1"
"2020","CAMERE DI COMMERCIO","VENETO","VERONA","VR","LOMBARDIA","TELEFONIA MOBILE 7","SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","SERVIZI DI TELEFONIA MOBILE","64212000-5","SERVIZI DI TELEFONIA MOBILI","3","0","1","1","1"
"2020","CAMERE DI COMMERCIO","VENETO","VERONA","VR","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 31 (FASCIA ALTA)","MULTIFUNZIONE A3 MONOCROMATICHE DIPARTIMENTALI, CON VELOCITÀ 75 PAGINE/MINUTO","FOTOCOPIATRICI E MULTIFUNZIONE (NOLEGGIO)","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","1","51966,2","1","1","1"
"2020","CAMERE DI COMMERCIO","VENETO","VERONA","VR","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 31 (FASCIA ALTA)","MULTIFUNZIONE A3 A COLORI PER GRUPPI DI MEDIE E GRANDI DIMENSIONI, CON VELOCITÀ 45 PAGINE/MINUTO","FOTOCOPIATRICI E MULTIFUNZIONE (NOLEGGIO)","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","1","13299","1","1","1"
"2020","CAMERE DI COMMERCIO","ABRUZZO","CHIETI","CH","LOMBARDIA","TELEFONIA FISSA 5","LOTTO UNICO","SERVIZI DI TELEFONIA FISSA","32412100-5","RETE DI TELECOMUNICAZIONI","1","1972,8","1","1","1"
"2020","CAMERE DI COMMERCIO","LIGURIA","GENOVA","GE","LOMBARDIA","BUONI PASTO 8","LIGURIA","BUONI PASTO","55510000-8","SERVIZI DI MENSA","2","26742,24","1","1","1"
"2020","CAMERE DI COMMERCIO","SICILIA","CATANIA","CT","LOMBARDIA","BUONI PASTO 8","SICILIA","BUONI PASTO","55510000-8","SERVIZI DI MENSA","2","33322,38","1","1","1"
"2020","CAMERE DI COMMERCIO","SICILIA","MESSINA","ME","LOMBARDIA","BUONI PASTO 8","SICILIA","BUONI PASTO","55510000-8","SERVIZI DI MENSA","1","4914","1","1","1"
"2020","CAMERE DI COMMERCIO","SICILIA","TRAPANI","TP","LOMBARDIA","BUONI PASTO 8","SICILIA","BUONI PASTO","55510000-8","SERVIZI DI MENSA","1","3767,4","1","1","1"
"2020","CAMERE DI COMMERCIO","SICILIA","MESSINA","ME","LOMBARDIA","TELEFONIA MOBILE 7","SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","SERVIZI DI TELEFONIA MOBILE","64212000-5","SERVIZI DI TELEFONIA MOBILI","1","0","1","1","1"
"2020","CAMERE DI COMMERCIO","TOSCANA","PISA","PI","LOMBARDIA","TELEFONIA FISSA 5","LOTTO UNICO","SERVIZI DI TELEFONIA FISSA","32412100-5","RETE DI TELECOMUNICAZIONI","1","2930,4","1","1","1"
"2020","CAMERE DI COMMERCIO","TOSCANA","FIRENZE","FI","LOMBARDIA","TELEFONIA FISSA 5","LOTTO UNICO","SERVIZI DI TELEFONIA FISSA","32412100-5","RETE DI TELECOMUNICAZIONI","1","5259,6","1","1","1"
"2020","CONSERVATORI E ACCADEMIE","PUGLIA","BARI","BA","LAZIO","CARBURANTI EXTRARETE 10 E GASOLIO DA RISCALDAMENTO 10","GASOLIO DA RISCALDAMENTO; GASOLIO DA RISCALDAMENTO  ARTICO  - PUGLIA, MOLISE","COMBUSTIBILI PER RISCALDAMENTO","09100000-0","COMBUSTIBILI","1","0","1","1","1"
