cod_amm	cod_ou	cod_uni_ou	des_ou	regione	provincia	comune	indirizzo	cap	cf	dt_verifica_cf	data_avvio_nso
aouora	AOREAGENTI	5ESW20	ORDINI FARMACIA REAGENTI DIAGNOSTICI CHIMICI	Marche	AN	Ancona	Via Conca, 71	60160	01464630423	2020-01-21	2020-01-21
aouora	AOSIA	W4GF8M	ORDINI SIA	Marche	AN	Ancona	Via Conca, 71	60160	01464630423	2020-01-21	2020-01-21
aouora	AOTECNICO	IDV4N7	ORDINI UFFICIO TECNICO	Marche	AN	Ancona	Via Conca, 71	60160	01464630423	2020-01-21	2020-01-21
aoupgmme	Ordini	YCWVMM	Ordini NSO	Sicilia	ME	Messina	Via Consolare Valeria	98125	03051890832	2020-01-13	2020-01-13
aoup_082	00040	LZLCSH	UFFICIO LEGALE E CONTENZIOSO  00.04.0  UOS  D.G.	Sicilia	PA	Palermo	Via Gaetano La Loggia 1	90127	05841790826	2020-01-31	2020-01-31
aoup_082	00080	U6MPA7	AREA RISORSE UMANE 00.08.0	Sicilia	PA	Palermo	Via  Enrico  Toti   76	90127	05841790826	2020-01-31	2020-01-31
aoup_082	00130	RRGRUI	ECONOMATO  00.13.0	Sicilia	PA	Palermo	Via  Enrico  Toti  76	90127	05841790826	2020-01-31	2020-01-31
aoup_082	85N	0GAF2Q	DIREZIONE SANITARIA DI PRESIDIO 85.02.0	Sicilia	PA	Palermo	Via  del  Vespro  129	90127	05841790826	2020-01-31	2020-01-31
aoup_082	N10	8H8J6Z	AREA  PROVVEDITORATO 00.10.0	Sicilia	PA	Palermo	Via  Enrico  Toti  76	90128	05841790826	2019-11-25	2019-11-25
aoup_082	N15	PION00	AREA TECNICA 00.15.0	Sicilia	PA	Palermo	Via  del  Vespro  129	90127	05841790826	2019-11-29	2019-11-29
aoup_082	N16	KB2YBU	INGEGNERIA CLINICA 00.16.0 U.O.S.	Sicilia	PA	Palermo	Via  del  Vespro  129	90127	05841790826	2020-01-31	2020-01-31
aoup_082	N18	TDVO7M	FACILITY MANAGEMENT 00.18.0 UOSD  D.A.	Sicilia	PA	Palermo	Via   Bergamo   66	90127	05841790826	2020-01-31	2020-01-31
aoup_082	N50	986JU9	SISTEMI INFORMATIVI AZIENDALI  00.50.0   UOC  D.G.	Sicilia	PA	Palermo	Via  del  Vespro  129	90127	05841790826	2020-01-31	2020-01-31
aoup_082	N52	XWMI1J	AREA AFFARI GENERALI 00.52.0	Sicilia	PA	Palermo	Via  del  Vespro   129	90127	05841790826	2020-01-31	2020-01-31
aoup_082	N53	SLG1GH	STAFF FORMAZIONE  UOS  D.G.  00.59.0	Sicilia	PA	Palermo	Via Gaetano La Loggia 1	90127	05841790826	2020-01-31	2020-01-31
aoup_082	N81	8FZLOK	DIPARTIMENTO MATERNO INFANTILE 00.81.0	Sicilia	PA	Palermo	Via  del  Vespro 129	90127	05841790826	2020-01-31	2020-01-31
aoup_082	N82	5RXTIW	DIPARTIMENTO DIAGNOSTICA DI LABORATORIO 00.82.0	Sicilia	PA	Palermo	Via  del  Vespro  129	90127	05841790826	2020-01-31	2020-01-31
aoup_082	N85	5NGCVL	DIPARTIMENTO CHIRURGIA GENERALE E SPECIALISTICA 00.85.0	Sicilia	PA	Palermo	Via  del  Vespro  129	90127	05841790826	2020-01-31	2020-01-31
aoup_082	N86	2KOMVK	DIPARTIMENTO PATOLOGIE EMERGENTI E CONTINUITA' ASSISTENZIALE 00.86.0	Sicilia	PA	Palermo	Via  del  Vespro  129	90127	05841790826	2020-01-31	2020-01-31
aoup_082	N87	WOB7HK	DIPARTIMENTO ONCOLOGIA  00.87.0	Sicilia	PA	Palermo	Via  del  Vespro  129	90127	05841790826	2020-01-31	2020-01-31
aoup_082	N89	081PPV	DIPARTIMENTO DI CHIRURGIA NEUROSENSORIALE E MOTORIA 00.89.0	Sicilia	PA	Palermo	Via del Vespro, 129	90127	05841790826	2020-01-31	2020-01-31
aoup_082	N90	BUUR8J	DIPARTIMENTO MEDICINA CLINICA E SPECIALISTICA 00.90.0	Sicilia	PA	Palermo	Via  del  Vespro   129	90127	05841790826	2020-01-31	2020-01-31
aoup_082	N91	XMS69N	DIPARTIMENTO DIAGNOSTICA PER IMMAGINI 00.91.0	Sicilia	PA	Palermo	Via  del  Vespro  129	90127	05841790826	2020-01-31	2020-01-31
aoup_082	N92	2NGR5E	DIPARTIMENTO SERVIZI CENTRALI D'OSPEDALE 00.92.0	Sicilia	PA	Palermo	Via del Vespro, 129	90127	05841790826	2020-01-31	2020-01-31
aoup_082	N93	Z7JW8U	DIPARTIMENTO EMERGENZA-URGENZA E NEUROSCIENZE 00.93.0	Sicilia	PA	Palermo	Via  del  Vespro    129	90127	05841790826	2020-01-31	2020-01-31
aoup_082	NPF	A5PB39	AREA  PROVVEDITORATO - FINANZIAMENTI  00.10.0 NPF	Sicilia	PA	Palermo	Via Enrico Toti, 76	90128	05841790826	2020-01-31	2020-01-31
aoup_082	NRF	2J83CI	FARMACIA 83.01.0	Sicilia	PA	Palermo	Via  del  Vespro  129	90127	05841790826	2019-11-25	2019-11-25
aoup_082	NTF	YP1C6K	AREA TECNICA - FINANZIAMENTI 00.15.0 NTF	Sicilia	PA	Palermo	Via del Vespro, 129,	90127	05841790826	2019-11-29	2019-11-29
aouslgo	AFFARI-GENERALI	R7JJ4C	AFFARI-GENERALI	Piemonte	TO	Orbassano	REGIONE GONZOLE	10043	95501020010	2019-12-03	2019-12-03
aouslgo	CASSA-ECONOMALE	IG16B4	CASSA-ECONOMALE	Piemonte	TO	Orbassano	REGIONE GONZOLE 10	10043	95501020010	2019-12-03	2019-12-03
aouslgo	DIR-SANIT-PRESID	20BMN2	DIREZIONE SANITARIA DI PRESIDIO	Piemonte	TO	Orbassano	REGIONE GONZOLE 10	10043	95501020010	2019-12-03	2019-12-03
aouslgo	FARMACIA	L1CJVS	FARMACIA OSPEDALIERA	Piemonte	TO	Orbassano	REGIONE GONZOLE N. 10	10043	95501020010	2019-12-03	2019-12-03
aouslgo	GEF	C7EIPZ	GESTIONE ECONOMICO-FINANZIARIA	Piemonte	TO	Orbassano	REGIONE GONZOLE 10	10043	95501020010	2019-12-03	2019-12-03
aouslgo	LEGALE	5ZA7XO	ASSISTENZA GIURIDICA	Piemonte	TO	Orbassano	REGIONE GONZOLE 10	10043	95501020010	2019-12-03	2019-12-03
aouslgo	OSRU	AFSO12	OSRU	Piemonte	TO	Orbassano	REGIONE GONZOLE 10	10043	95501020010	2019-12-03	2019-12-03
aouslgo	PERSONALE	FYNCBS	RISORSE UMANE	Piemonte	TO	Orbassano	REGIONE GONZOLE 10	10043	95501020010	2019-12-03	2019-12-03
aouslgo	PROVV-ECON	URJ3HM	GESTIONE SERVIZI ECONOMALI ED APPROVVIGIONAMENTI	Piemonte	TO	Orbassano	REGIONE GONZOLE 10	10043	95501020010	2019-12-03	2019-12-03
aouslgo	SISTEMI-INFORMAT	EITOEL	SISTEMI-INFORMAT	Piemonte	TO	Orbassano	REGIONE GONZOLE 10	10043	95501020010	2019-12-03	2019-12-03
aouslgo	TECNICO-PATRIM	4EVXRN	TECNICO-INGEGNERIA CLINICA E SISTEMI INFORMATIVI INFORMATICI	Piemonte	TO	Orbassano	REGIONE GONZOLE 10	10043	95501020010	2019-12-03	2019-12-03
aous_052	Uff_e_OrdiniAOUS	RPGJEI	Ufficio ordini AOUS	Toscana	SI	Siena	Strada delle Scotte 14	53100	00388300527	2019-09-25	2019-09-25
aou_ge	SMARTNSO	BNVANZ	Uff_OrdiniNSO	Liguria	GE	Genova	Largo Rosanna Benzi, 10	16132	02060250996	2020-01-23	2020-01-24
aou_pisa	Ufficio_eOrdini_elettronici	SYVLK9	Uff_eOrdinePA	Toscana	PI	Pisa	Via Roma, 67	56126	01310860505	2019-09-23	2019-09-23
ao_	uffico_NSO	QITMNR	Ufficio Nodo Smistamento Ordini	Puglia	FG	Foggia	Viale Pinto n.1	71122	02218910715	2020-01-16	2020-01-16
ao_cs	CASSA	B4Z2DR	U.O.C. GESTIONE FORNITURE, SERVIZI E LOGISTICA/UFFICIO CASSA ECONOMATO	Calabria	CS	Cosenza	VIA SAN MARTINO SNC	87100	01987250782	2020-03-23	2020-01-28
ao_cs	COV-20	D9I412	COV-20	Calabria	CS	Cosenza	VIA SAN MARTINO	87100	01987250782	2020-03-23	2020-03-23
ao_cs	UFF_AFF_GEN	6FZE0E	U.O.C. AFFARI GENERALI	Calabria	CS	Cosenza	VIA SAN MARTINO SNC	87100	01987250782	2020-01-28	2020-01-28
ao_cs	UFF_APPALTI	ZFBL8R	U.O.C. G.I. E P./UFFICO APPALTI	Calabria	CS	Cosenza	VIA SAN MARTINO SNC	87100	01987250782	2020-01-28	2020-01-28
ao_cs	UFF_CED	05HEO0	U.O.C. G.I. E P./CENTRO ELABORAZIONE DATI (CED)	Calabria	CS	Cosenza	VIA SAN MARTINO SNC	87100	01987250782	2020-03-23	2020-01-28
ao_cs	UFF_ECONOMATO	6TFXZ7	U.O.C. GESTIONE FORNITURE, SERVIZI E LOGISTICA/UFFICIO ECONOMATO	Calabria	CS	Cosenza	VIA SAN MARTINO SNC	87100	01987250782	2020-01-28	2020-01-28
ao_cs	UFF_FORMAZIONE	FTIGFM	U.O.S. COMUNICAZIONE, FORMAZIONE	Calabria	CS	Cosenza	VIA SAN MARTINO SNC	87100	01987250782	2020-01-28	2020-01-28
ao_cs	UFF_GRU	PDFNMX	U.O.C. GESTIONE RISORSE UMANE	Calabria	CS	Cosenza	VIA SAN MARTINO SNC	87100	01987250782	2020-01-28	2020-01-28
ao_cs	UFF_ING_CLINICA	Q2J5LF	U.O.S. INGEGNERIA CLINICA	Calabria	CS	Cosenza	VIA SAN MARTINO	87100	01987250782	2020-01-28	2020-01-28
ao_cs	UFF_LEG	QTN7YO	UFFICIO LEGALE/PAG. FATT. SPESE LEG	Calabria	CS	Cosenza	via san martino snc	87100	01987250782	2020-01-28	2020-01-28
ao_cs	UFF_LEGINTPAS	CL2NE8	UFFICIO LEGALE/INTERESSI PASSIVI VERSO FORNITORI	Calabria	CS	Cosenza	via san martino snc	87100	01987250782	2020-01-28	2020-01-28
ao_cs	UFF_LIQCONC	WOBH4R	UFFICIO LIQUIDAZIONE COMPENSI COMMISSIONI CONCORSI	Calabria	CS	Cosenza	VIA SAN MARTINO	87100	01987250782	2020-01-28	2020-01-28
ao_cs	UFF_MAGAZZINO	G4X9VA	U.O.C. G.I. E P./UFFICIO MAGAZZINO	Calabria	CS	Cosenza	via san martino snc	87100	01987250782	2020-01-28	2020-01-28
ao_cs	UFF_MANUTENZIONE	XF5R5T	U.O.C. G.I. E. P./UFFICIO MANUTENZIONE	Calabria	CS	Cosenza	VIA SAN MARTINO SNC	87100	01987250782	2020-01-28	2020-01-28
ao_cs	UFF_PATRIMONIO	2WRPNY	U.O.C. G.I. E P./UFFICIO PATRIMONIO	Calabria	CS	Cosenza	VIA SAN MARTINO SNC	87100	01987250782	2020-01-28	2020-01-28
ao_cs	UFF_PREV_PROT	SE4SEF	U.O.C.PROTEZIONE E PREVENZIONE AMBIENTALE	Calabria	CS	Cosenza	VIA SAN MARTINO SNC	87100	01987250782	2020-01-28	2020-01-28
ao_cs	UFF_PROVVEDITOR	ZAVERW	U.O.C. GESTIONE FORNITURE, SERVIZI E LOGISTICA/UFFICIO PROVVEDITORATO/FARMACIA	Calabria	CS	Cosenza	VIA SAN MARTINO SNC	87100	01987250782	2020-01-28	2020-01-28
ao_cs	UFF_SERVIZI_PU	KB9UPF	U.O.C. SERVIZI AMMINISTRATIVI PRESIDIO UNICO	Calabria	CS	Cosenza	VIA SAN MARTINO SNC	87100	01987250782	2020-01-28	2020-01-28
ao_cs	UFF_UTENZE	MSH4RX	U.O.C. G.I. E. P./UFFICIO UTENZE	Calabria	CS	Cosenza	via san martino snc	87100	01987250782	2020-01-28	2020-01-28
ao_cs	UFF_VENDITE	RIULUU	U.O.C. GESTIONE RISORSE ECONOMICHE E FINANZIARIE/UFFICIO VENDITE	Calabria	CS	Cosenza	VIA SAN MARTINO SNC	87100	01987250782	2020-01-28	2020-01-28
ao_cs	UOC_GREF	UV2OWQ	U.O.C. GESTIONE RISORSE ECONOMICHE	Calabria	CS	Cosenza	VIA SAN MARTINO SNC	87100	01987250782	2020-01-28	2020-01-28
ao_pg	AO-PG-ORDINI	T64JKO	UFFICIO ORDINI	Umbria	PG	Perugia	PIAZZALE GIORGIO MENGHINI 8/9	06129	02101050546	2020-02-06	2020-02-06
ao_sarm	ABS	SD0PJI	UOC ACQUISIZIONE BENI E SERVIZI (SPESE IN ECONOMIA E LABORATORI)	Lazio	RM	Roma	Via di Grottarossa 1035-1039	00189	06019571006	2020-01-17	2020-01-17
ao_sarm	AGCG	CTAKCO	UOC AFFARI GENERALI E CONSULENZA GIURIDICA	Lazio	RM	Roma	Via di Grottarossa 1035-1039	00189	06019571006	2020-01-17	2020-01-17
ao_sarm	BIL	M710LM	UOC BILANCIO	Lazio	RM	Roma	Via di Grottarossa 1035-1039	00189	06019571006	2020-01-17	2020-01-17
ao_sarm	CGC	7LYE8I	UOS CONVENZIONI E GESTIONE CONTENZIOSO	Lazio	RM	Roma	Via di Grottarossa 1035-1039	00189	06019571006	2020-01-17	2020-01-17
ao_sarm	DAI	OZ2DRB	UOC FORMAZIONE RICERCA COODINAMENTO DAI	Lazio	RM	Roma	Via di Grottarossa 1035-1039	00189	06019571006	2020-01-17	2020-01-17
ao_sarm	ECO	FIZQ6T	UOS ECONOMATO	Lazio	RM	Roma	Via di Grottarossa 1035-1039	00189	06019571006	2020-01-17	2020-01-17
ao_sarm	FARM	4RG00B	UOC FARMACIA	Lazio	RM	Roma	Via di Grottarossa 1035-1039	00189	06019571006	2020-01-17	2020-01-17
ao_sarm	IOP	LHCD7L	UOC INGEGNERIA OSPEDALIERA E PATRIMONIO	Lazio	RM	Roma	Via di Grottarossa 1035-1039	00189	06019571006	2020-01-17	2020-01-17
ao_sarm	PERS	OFA12Z	UOC POLITICHE E GESTIONE DEL PERSONALE	Lazio	RM	Roma	Via di Grottarossa 1035 1039	00189	06019571006	2020-01-17	2020-01-17
ao_sarm	SIETC	4PX6QH	UOC SISTEMI INFORMATIVI E TECNOLOGIE COMUNICAZIONE	Lazio	RM	Roma	Via di Grottarossa 1035 1039	00189	06019571006	2020-01-17	2020-01-17
ao_sarm	TBST	UPA0LW	UOC TECNOLOGIE BIOMEDICHE E SVILUPPO TECNOLOGICO	Lazio	RM	Roma	Via di Grottarossa 1035-1039	00189	06019571006	2020-01-17	2020-01-17
ao_sgdra	UOFARM	HXX31V	U.O.C. FARMACIA	Campania	SA	Salerno	VIA SAN LEONARDO SNC	84131	95044230654	2020-01-17	2020-01-17
ao_sgdra	UO_ING_CLINICA	KS4RA3	UOC INGEGNERIA CLINICA	Campania	SA	Salerno	VIA SAN LEONARDO SNC	84131	95044230654	2020-01-17	2020-01-17
ao_sgdra	UO_PROVV_ECON	KNCUSZ	UOC ACQUISIZIONE BENI E SERVIZI	Campania	SA	Salerno	VIA SAN LEONARDO SNC	84131	95044230654	2020-01-17	2020-01-17
ao_sgdra	UO_SIST_INFORM	7VDRV6	UOC SISTEMI INFORMATIVI	Campania	SA	Salerno	VIA SAN LEONARDO SNC	84131	95044230654	2020-01-17	2020-01-17
ao_sgdra	UO_TECNICO	E1K4SU	UOC TECNICO MANUTENTIVA	Campania	SA	Salerno	VIA SAN LEONARDO SNC	84131	95044230654	2020-01-17	2020-01-17
apss	SAGC	0HEZA9	Servizio acquisti e gestione contratti	Trentino Alto Adige	TN	Trento	Via Degasperi, 79	38123	01429410226	2019-11-26	2019-09-25
apui_058	AAS	33MCAD	UOC Provveditorato-Approvvigionamento di apparecchiature sanitarie e di laboratorio	Lazio	RM	Roma	V.le del Policlinico, 155	00161	05865511009	2019-10-24	2019-10-24
apui_058	ENS	31SXDX	UOC Provveditorato-Acquisizione Beni e Servizi non sanitari e di tipo economale	Lazio	RM	Roma	V.le del Policlinico, 155	00161	05865511009	2019-10-24	2019-10-24
apui_058	PIB	DJ9GGF	UOC Provveditorato-Amministrazione del Patrimonio Immobiliare e Gestione degli Inventari dei beni	Lazio	RM	Roma	V.le del Policlinico, 155	00161	05865511009	2019-10-24	2019-10-24
apui_058	PSA	YZUL57	UOC Provveditorato-Servizi alberghieri e servizi generali	Lazio	RM	Roma	V.le del Policlinico, 155	00161	05865511009	2019-10-24	2019-10-24
apui_058	UFA	0IBG14	UOC Formazione e Aggiornamento del personale	Lazio	RM	Roma	V.le del Policlinico, 155	00161	05865511009	2019-10-24	2019-10-24
apui_058	UIC	RZ61D4	Servizio Ingegneria Clinica	Lazio	RM	Roma	V.le del Policlinico, 155	00161	05865511009	2019-10-24	2019-10-24
apui_058	UOF	3ME4W6	UOC Farmacia Ospedaliera	Lazio	RM	Roma	V.le del Policlinico, 155	00161	05865511009	2019-10-24	2019-10-24
apui_058	UPP	EA1SND	UOC Provveditorato-Ufficio prestazioni e servizi vari in staff	Lazio	RM	Roma	V.le del Policlinico, 155	00161	05865511009	2019-10-24	2019-10-24
apui_058	USI	CF9FHV	SISTEMI INFORMATIVI	Lazio	RM	Roma	V.le del Policlinico, 155	00161	05865511009	2019-10-24	2019-10-24
apui_058	UTE	1EWJED	UFFICIO TECNICO	Lazio	RM	Roma	V.le del Policlinico, 155	00161	05865511009	2019-10-24	2019-10-24
arcs	Uff_Ordini_DPC	ZY2639	Ufficio Ordini Distribuzione per conto	Friuli Venezia Giulia	PN	Pordenone	Centro Ingrosso Interporto Settore E	33170	02948180308	2019-10-15	2019-10-15
arcs	Uff_Ordini_IST	BYUASB	Ufficio Ordini Istituzionali	Friuli Venezia Giulia	PN	Pordenone	Centro Ingrosso Interporto Settore E	33170	02948180308	2019-10-15	2019-10-15
arcs	Uff_Ordini_MagPN	B51MO5	Ufficio Ordini Magazzino PN	Friuli Venezia Giulia	PN	Pordenone	Centro Ingrosso Interporto Settore E	33170	02948180308	2019-10-15	2019-10-15
ares_058	03-P7N	XSX1MR	Azienda Regionale Emergenza Sanitaria 118	Lazio	RM	Roma	Via Portuense 240	00149	08173691000	2019-11-06	2019-11-06
areus	UO_PROV	1P3WKR	Provveditorato Tecnico Logistico e Patrimonio	Sardegna	NU	Nuoro	Via Oggiano 25	08100	01526480916	2020-01-24	2020-01-22
areu_mi	SC_APPROVVIGIONAMENTI	RBLXM8	Struttura Complessa Gestione Approvvigionamenti	Lombardia	MI	Milano	Via Alfredo Campanini, 6	20124	03128170135	2019-09-25	2019-09-25
areu_mi	SS_TECNICO	IDXLG6	STRUTTURA SEMPLICE TECNICO PATRIMONIALE	Lombardia	MI	Milano	VIA ALFREDO CAMPANINI 6	20124	03128170135	2019-09-25	2019-09-26
arlpa_to	Q2300	H2OZBG	Dipartimento Patrimonio e Contabilita'	Piemonte	TO	Torino	Via Pio VII 9	10135	07176380017	2019-10-17	2019-10-17
arsm	uff_ordini	67ZGGJ	UFFICIO ORDINI	Marche	AN	Ancona	Via Gentile da Fabriano 3	60127	01486510421	2020-01-21	2020-01-21
as1_LE	GEPA	RWFFIV	Area Gestione del Patrimonio	Puglia	LE	Lecce	Via Miglietta 5	73100	04008300750	2020-01-27	2020-01-27
as3_vi	13	L0TNU4	FATTURA ELETTRONICA	Veneto	VI	Bassano del Grappa	Via dei Lotti, 40	36061	00913430245	2019-09-23	2019-09-23
as5_SP	Uff_NSO	MVY5AP	NSO	Liguria	SP	La Spezia	via Fazio 30	19121	00962520110	2020-01-16	2020-01-16
asaou_ss	A010100	EDN58P	Servizio Affari Legali	Sardegna	SS	Sassari	Viale S.Pietro, 10	07100	02268260904	2020-01-30	2020-01-30
asaou_ss	A010200	Y95090	Formazione Ricerca e Sperimentazione Clinica	Sardegna	SS	Sassari	Via Monte Grappa, 82	07100	02268260904	2020-01-30	2020-01-30
asaou_ss	A020100	YFLGX0	Direzione Medica di Presidio	Sardegna	SS	Sassari	Via Monte Grappa, 82	07100	02268260904	2020-01-30	2020-01-30
asaou_ss	A020200	YV2BEX	Servizio CUP ALPI	Sardegna	SS	Sassari	Via Monte Grappa, 82	07100	02268260904	2020-01-30	2020-01-30
asaou_ss	A030100	IC4YHD	Affari Generali Convenzioni e rapporti con l'Universita'	Sardegna	SS	Sassari	Viale S.Pietro, 10	07100	02268260904	2020-01-30	2020-01-30
asaou_ss	A030200	8H44UX	Servizio Risorse Umane	Sardegna	SS	Sassari	Via M. Coppino, 26	07100	02268260904	2020-01-30	2020-01-30
asaou_ss	A030400	YG3FCE	Tecnologie dell'Informazione e della Comunicazione ICT	Sardegna	SS	Sassari	Via M. Coppino, 26	07100	02268260904	2020-01-30	2020-01-30
asaou_ss	A030500	9V1W4A	Servizio Amministrazione di Presidio	Sardegna	SS	Sassari	Viale S.Pietro, 43	07100	02268260904	2020-01-30	2020-01-30
asaou_ss	A030600	GZ0DJM	Acquisizione Beni e Servizi	Sardegna	SS	Sassari	Via M. Coppino, 26	07100	02268260904	2020-01-30	2020-01-30
asaou_ss	A030700	XAW2GV	Edile Impianti Patrimonio	Sardegna	SS	Sassari	Viale S.Pietro, 43	07100	02268260904	2020-01-30	2020-01-30
asaou_ss	A030800	T95RU3	Servizio Ingegneria Clinica	Sardegna	SS	Sassari	Viale S.Pietro, 43	07100	02268260904	2020-01-30	2020-01-30
asaou_ss	A040100	7IMDZ1	Servizio Farmacia	Sardegna	SS	Sassari	Via Monte Grappa, 82	07100	02268260904	2020-01-30	2020-01-30
asaou_ss	A050100	A1LYTT	Assistenza Infermieristica e Ostetrica	Sardegna	SS	Sassari	Via Monte Grappa, 82	07100	02268260904	2020-01-30	2020-01-30
asaou_ss	EcoPr_eFatturaPA	N2WXXD	Ufficio Economato - Provveditorato	Sardegna	SS	Sassari	Via Michele Coppino, 26	07100	02268260904	2020-01-30	2020-01-30
asaou_ss	EcoUt_eFatturaPA	BYB2WM	Cassa Economale - Servizio Tecnico	Sardegna	SS	Sassari	Via Michele Coppino, 26	07100	02268260904	2020-01-30	2020-01-30
asl14_vco	01	BF9P36	Direzione Sanitaria PP.OO. Verbania e Domodossola	Piemonte	VB	Verbania	Via Fiume, 18	28922	00634880033	2020-01-28	2020-01-28
asl14_vco	02	01E5C6	Dipartimento di Prevenzione	Piemonte	VB	Omegna	Via IV Novembre, 294	28887	00634880033	2020-01-28	2020-01-28
asl14_vco	07	FLJCRP	Medicina Legale	Piemonte	VB	Omegna	Via  4 Novembre, 294	28887	00634880033	2020-01-28	2020-01-28
asl14_vco	08	D3L48A	SERD	Piemonte	VB	Omegna	Via Mazzini, 117	28887	00634880033	2020-01-28	2020-01-28
asl14_vco	09	RBGDMS	Dipartimento Salute Mentale Interaziendale	Piemonte	VB	Omegna	Via Mazzini 117	28887	00634880033	2020-01-28	2020-01-28
asl14_vco	12	ASB7BE	Farmacia	Piemonte	VB	Omegna	Lungolago Buozzi	28887	00634880033	2020-01-28	2020-01-28
asl14_vco	17	K7GC2O	Servizio Gestione Personale e Formazione	Piemonte	VB	Omegna	Via Mazzini, 117	28887	00634880033	2020-01-28	2020-01-28
asl14_vco	22	DKNAQB	Controllo di Gestione	Piemonte	VB	Omegna	Via Mazzini, 117	28887	00634880033	2020-01-28	2020-01-28
asl14_vco	24	3SIBAM	Logistica e Servizi Tecnici Informatici	Piemonte	VB	Omegna	Via Mazzini, 117	28887	00634880033	2020-01-28	2020-01-28
asl14_vco	25	7BB566	Tecnico	Piemonte	VB	Omegna	Via Mazzini, 117	28887	00634880033	2020-01-28	2020-01-28
asl14_vco	31	JS4BEA	Gestione delle Tecnologie Informatiche di Comunicazione e del Sistema Informativo	Piemonte	VB	Omegna	Via Mazzini, 117	28887	00634880033	2020-01-28	2020-01-28
asl14_vco	34	FAEGPB	Gestione Economico Finanziaria e Patrimonio	Piemonte	VB	Omegna	Via Mazzini, 117	28887	00634880033	2020-01-28	2020-01-28
asl14_vco	81	9C32CX	Distretto VCO	Piemonte	VB	Omegna	Via Mazzini 117	28887	00634880033	2020-01-28	2020-01-28
asl1_asl	02	LFRPBH	ECONOMATO L'AQUILA	Abruzzo	AQ	L'Aquila	Via Natali, 1	67100	01792410662	2020-01-30	2020-01-29
asl1_asl	03	2PSVTN	SETTORE INVESTIMENTI ED INVENTARIO ACQUISIZIONE BENI E SERVIZI AQ	Abruzzo	AQ	L'Aquila	Via Saragat, snc	67100	01792410662	2020-01-30	2020-01-29
asl1_asl	04	1O3ONJ	MEDICINA DI LABORATORIO	Abruzzo	AQ	L'Aquila	Via Natali, 1	67100	01792410662	2020-01-30	2020-01-29
asl1_asl	08	131Z2K	LAVORI PUBBLICI ED INVESTIMENTI	Abruzzo	AQ	L'Aquila	Via Natali, 1	67100	01792410662	2020-01-30	2020-01-29
asl1_asl	09	0O30YB	INGEGNERIA CLINICA	Abruzzo	AQ	L'Aquila	Via Natali, 1	67100	01792410662	2020-01-30	2020-01-29
asl1_asl	16	SU4H2H	RIABILITAZIONE TERRITORIO DSBAQ1	Abruzzo	AQ	L'Aquila	Via G.  Bellisari	67100	01792410662	2020-01-30	2020-01-29
asl1_asl	19	V81P7Y	C/DEPOSITO AQ ORDINI PER FATTURAZIONE	Abruzzo	AQ	L'Aquila	Via Natali, 1	67100	01792410662	2020-01-30	2020-01-29
asl1_asl	1C	93FXD0	CRITT	Abruzzo	AQ	L'Aquila	Via Natali, 1	67100	01792410662	2020-01-30	2020-01-29
asl1_asl	1F	YLX71K	FARMACIA OSPEDALIERA L'AQUILA	Abruzzo	AQ	L'Aquila	Via Natali, 1	67100	01792410662	2020-01-30	2020-01-29
asl1_asl	1N	0HS5UG	ECONOMATO OSPEDALE SULMONA SERVIZIO HSE	Abruzzo	AQ	Sulmona	Via G. Mazzini, 100	67039	01792410662	2020-01-30	2020-01-29
asl1_asl	1O	SGBO0E	ECONOMATO OSPEDALE PESCINA SERVIZIO HPE	Abruzzo	AQ	Pescina	Via Rinaldi	67057	01792410662	2020-01-30	2020-01-29
asl1_asl	1P	V7I5YB	PATRIMONIO (PROGR E PROG LAVORI AUTOMEZZI)	Abruzzo	AQ	Avezzano	Via O. Mattei, 6	67051	01792410662	2020-01-30	2020-01-29
asl1_asl	1S	ZL74FI	ACQUISIZIONE BENI E SERVIZI AQ	Abruzzo	AQ	L'Aquila	via saragat	67100	01792410662	2020-01-30	2020-01-29
asl1_asl	1T	QNZ1Q5	UFFICIO TECNICO PO AZ	Abruzzo	AQ	Avezzano	Via G. di Vittorio	67051	01792410662	2020-01-30	2020-01-29
asl1_asl	20	4TFW8T	C/DEPOSITO AZ ORDINI X FATTURAZ.NE	Abruzzo	AQ	Avezzano	Via G. di Vittorio	67051	01792410662	2020-01-30	2020-01-29
asl1_asl	22	S9N5BL	C/DEPOSITO SU ORDINI X FATTURAZ.NE	Abruzzo	AQ	Sulmona	Via G. Mazzini, 100	67039	01792410662	2020-01-30	2020-01-29
asl1_asl	24	D1AWSH	C/DEPOSITO ORDINE X FATTURAZ.NE CDS	Abruzzo	AQ	Castel di Sangro	Via Sangrina, 20	67031	01792410662	2020-01-30	2020-01-29
asl1_asl	2N	X5SGR2	ECONOMATO TERRITORIO SULMONA TSE	Abruzzo	AQ	Sulmona	Via G. Mazzini, 100	67039	01792410662	2020-01-30	2020-01-29
asl1_asl	2O	W1J8T1	ECONOMATO OSPEDALE TAGLIACOZZO SERVIZIO HTE	Abruzzo	AQ	Tagliacozzo	Via Variante	67069	01792410662	2020-01-30	2020-01-29
asl1_asl	3N	37KI4Z	FARMACIA OSPEDALE SULMONA SERVIZIO HSF	Abruzzo	AQ	Sulmona	Via G. Mazzini, 100	67039	01792410662	2020-01-30	2020-01-29
